Point,Pressure(hPa),Temp(C)
664,999.920000,26.760000
665,999.920000,26.770000
666,999.920000,26.770000
667,999.920000,26.770000
668,999.920000,26.770000
669,999.920000,26.770000
670,999.920000,26.770000
671,999.910000,26.760000
672,999.910000,26.760000
673,999.910000,26.760000
674,999.910000,26.760000
675,999.900000,26.760000
676,999.900000,26.770000
677,999.900000,26.770000
678,999.900000,26.760000
679,999.900000,26.760000
680,999.900000,26.770000
681,999.910000,26.760000
682,999.910000,26.770000
683,999.910000,26.750000
684,999.920000,26.750000
685,999.920000,26.750000
686,999.930000,26.760000
687,999.930000,26.760000
688,999.930000,26.760000
689,999.930000,26.760000
690,999.930000,26.760000
691,999.930000,26.770000
692,999.940000,26.760000
693,999.940000,26.760000
694,999.930000,26.760000
695,999.930000,26.770000
696,999.920000,26.760000
697,999.920000,26.760000
698,999.920000,26.760000
699,999.920000,26.770000
700,999.920000,26.770000
701,999.920000,26.760000
702,999.920000,26.760000
703,999.920000,26.770000
704,999.920000,26.770000
705,999.920000,26.770000
706,999.930000,26.760000
707,999.930000,26.770000
708,999.920000,26.770000
709,999.930000,26.770000
710,999.930000,26.770000
711,999.930000,26.770000
712,999.940000,26.760000
713,999.940000,26.760000
714,999.940000,26.760000
715,999.950000,26.760000
716,999.950000,26.770000
717,999.950000,26.760000
718,999.950000,26.770000
719,999.950000,26.770000
720,999.950000,26.770000
721,999.950000,26.760000
722,999.950000,26.760000
723,999.940000,26.760000
724,999.940000,26.750000
725,999.950000,26.760000
726,999.950000,26.760000
727,999.950000,26.770000
728,999.950000,26.760000
729,999.950000,26.760000
730,999.950000,26.760000
731,999.950000,26.750000
732,999.940000,26.740000
733,999.950000,26.740000
734,999.950000,26.750000
735,999.940000,26.750000
736,999.950000,26.750000
737,999.950000,26.740000
738,999.950000,26.740000
739,999.950000,26.740000
740,999.960000,26.730000
741,999.960000,26.730000
742,999.960000,26.740000
743,999.960000,26.740000
744,999.960000,26.730000
745,999.960000,26.740000
746,999.950000,26.730000
747,999.950000,26.730000
748,999.950000,26.730000
749,999.950000,26.720000
750,999.940000,26.710000
751,999.940000,26.720000
752,999.940000,26.720000
753,999.950000,26.720000
754,999.950000,26.730000
755,999.950000,26.730000
756,999.950000,26.730000
757,999.950000,26.720000
758,999.950000,26.710000
759,999.960000,26.710000
760,999.960000,26.710000
761,999.960000,26.720000
762,999.960000,26.730000
763,999.960000,26.720000
764,999.960000,26.720000
765,999.960000,26.730000
766,999.960000,26.740000
767,999.960000,26.730000
768,999.950000,26.730000
769,999.960000,26.740000
770,999.960000,26.740000
771,999.960000,26.740000
772,999.970000,26.740000
773,999.960000,26.730000
774,999.960000,26.730000
775,999.960000,26.740000
776,999.960000,26.740000
777,999.960000,26.730000
778,999.960000,26.740000
779,999.960000,26.730000
780,999.960000,26.730000
781,999.960000,26.730000
782,999.960000,26.740000
783,999.960000,26.740000
784,999.960000,26.730000
785,999.960000,26.730000
786,999.970000,26.730000
787,999.970000,26.730000
788,999.970000,26.730000
789,999.970000,26.730000
790,999.970000,26.730000
791,999.980000,26.720000
792,999.980000,26.720000
793,999.970000,26.730000
794,999.970000,26.730000
795,999.970000,26.720000
796,999.960000,26.720000
797,999.960000,26.720000
798,999.960000,26.720000
799,999.960000,26.720000
800,999.960000,26.720000
801,999.960000,26.720000
802,999.960000,26.720000
803,999.960000,26.720000
804,999.960000,26.720000
805,999.960000,26.720000
806,999.960000,26.720000
807,999.960000,26.720000
808,999.970000,26.730000
809,999.970000,26.720000
810,999.970000,26.720000
811,999.960000,26.730000
812,999.960000,26.720000
813,999.960000,26.720000
814,999.960000,26.720000
815,999.960000,26.720000
816,999.960000,26.720000
817,999.960000,26.720000
818,999.960000,26.720000
819,999.960000,26.720000
820,999.960000,26.710000
821,999.960000,26.720000
822,999.960000,26.720000
823,999.960000,26.720000
824,999.970000,26.720000
825,999.960000,26.730000
826,999.960000,26.720000
827,999.960000,26.730000
828,999.960000,26.720000
829,999.960000,26.720000
830,999.960000,26.720000
831,999.960000,26.710000
832,999.960000,26.710000
833,999.960000,26.720000
834,999.960000,26.710000
835,999.960000,26.710000
836,999.960000,26.710000
837,999.960000,26.720000
838,999.960000,26.710000
839,999.960000,26.710000
840,999.960000,26.710000
841,999.950000,26.700000
842,999.950000,26.710000
843,999.950000,26.710000
844,999.950000,26.720000
845,999.950000,26.710000
846,999.960000,26.710000
847,999.960000,26.700000
848,999.960000,26.700000
849,999.960000,26.710000
850,999.960000,26.700000
851,999.960000,26.690000
852,999.960000,26.680000
853,999.960000,26.690000
854,999.960000,26.690000
855,999.960000,26.690000
856,999.960000,26.690000
857,999.960000,26.690000
858,999.960000,26.690000
859,999.960000,26.700000
860,999.960000,26.700000
861,999.960000,26.700000
862,999.960000,26.700000
863,999.960000,26.690000
864,999.960000,26.690000
865,999.960000,26.690000
866,999.950000,26.700000
867,999.960000,26.690000
868,999.960000,26.700000
869,999.960000,26.710000
870,999.960000,26.690000
871,999.960000,26.690000
872,999.970000,26.690000
873,999.970000,26.700000
874,999.970000,26.690000
875,999.970000,26.690000
876,999.970000,26.690000
877,999.970000,26.690000
878,999.970000,26.690000
879,999.970000,26.700000
880,999.970000,26.700000
881,999.970000,26.700000
882,999.970000,26.690000
883,999.970000,26.690000
884,999.970000,26.690000
885,999.960000,26.690000
886,999.960000,26.690000
887,999.960000,26.690000
888,999.960000,26.690000
889,999.960000,26.690000
890,999.970000,26.690000
891,999.970000,26.700000
892,999.970000,26.690000
893,999.970000,26.690000
894,999.970000,26.690000
895,999.970000,26.680000
896,999.970000,26.680000
897,999.970000,26.680000
898,999.970000,26.680000
899,999.970000,26.670000
900,999.970000,26.670000
901,999.970000,26.670000
902,999.970000,26.670000
903,999.970000,26.670000
904,999.980000,26.660000
905,999.980000,26.670000
906,999.980000,26.670000
907,999.970000,26.670000
908,999.970000,26.670000
909,999.970000,26.660000
910,999.970000,26.680000
911,999.960000,26.670000
912,999.960000,26.670000
913,999.970000,26.670000
914,999.970000,26.670000
915,999.960000,26.660000
916,999.960000,26.660000
917,999.960000,26.660000
918,999.960000,26.660000
919,999.960000,26.660000
920,999.950000,26.660000
921,999.950000,26.660000
922,999.960000,26.660000
923,999.960000,26.660000
924,999.960000,26.660000
925,999.960000,26.660000
926,999.960000,26.650000
927,999.960000,26.660000
928,999.960000,26.660000
929,999.960000,26.660000
930,999.960000,26.670000
931,999.960000,26.660000
932,999.960000,26.670000
933,999.960000,26.680000
934,999.960000,26.670000
935,999.960000,26.670000
936,999.960000,26.670000
937,999.960000,26.670000
938,999.960000,26.670000
939,999.960000,26.680000
940,999.960000,26.680000
941,999.960000,26.670000
942,999.960000,26.680000
943,999.960000,26.680000
944,999.960000,26.690000
945,999.960000,26.680000
946,999.960000,26.680000
947,999.960000,26.680000
948,999.960000,26.680000
949,999.960000,26.670000
950,999.960000,26.670000
951,999.960000,26.680000
952,999.960000,26.680000
953,999.960000,26.670000
954,999.960000,26.670000
955,999.960000,26.670000
956,999.960000,26.670000
957,999.960000,26.670000
958,999.960000,26.670000
959,999.960000,26.680000
960,999.960000,26.680000
961,999.960000,26.680000
962,999.960000,26.670000
963,999.960000,26.680000
964,999.960000,26.680000
965,999.960000,26.690000
966,999.960000,26.690000
967,999.960000,26.690000
968,999.950000,26.680000
969,999.950000,26.680000
970,999.950000,26.680000
971,999.950000,26.670000
972,999.960000,26.680000
973,999.960000,26.680000
974,999.950000,26.680000
975,999.950000,26.680000
976,999.960000,26.680000
977,999.960000,26.670000
978,999.960000,26.680000
979,999.950000,26.670000
980,999.950000,26.680000
981,999.950000,26.680000
982,999.950000,26.680000
983,999.950000,26.680000
984,999.950000,26.680000
985,999.960000,26.680000
986,999.960000,26.680000
987,999.950000,26.670000
988,999.960000,26.680000
989,999.960000,26.670000
990,999.960000,26.670000
991,999.960000,26.660000
992,999.960000,26.670000
993,999.960000,26.670000
994,999.960000,26.670000
995,999.960000,26.670000
996,999.960000,26.670000
997,999.960000,26.670000
998,999.950000,26.670000
999,999.950000,26.680000
1000,999.950000,26.670000
1001,999.950000,26.670000
1002,999.950000,26.680000
1003,999.940000,26.660000
1004,999.940000,26.670000
1005,999.940000,26.660000
1006,999.940000,26.670000
1007,999.940000,26.660000
1008,999.940000,26.660000
1009,999.940000,26.670000
1010,999.940000,26.660000
1011,999.940000,26.660000
1012,999.950000,26.670000
1013,999.950000,26.670000
1014,999.950000,26.670000
1015,999.950000,26.670000
1016,999.950000,26.670000
1017,999.950000,26.670000
1018,999.950000,26.660000
1019,999.960000,26.670000
1020,999.960000,26.670000
1021,999.960000,26.670000
1022,999.960000,26.670000
1023,999.960000,26.670000
1024,999.960000,26.680000
1025,999.960000,26.670000
1026,999.960000,26.670000
1027,999.960000,26.680000
1028,999.960000,26.680000
1029,999.960000,26.690000
1030,999.950000,26.680000
1031,999.950000,26.690000
1032,999.950000,26.680000
1033,999.950000,26.680000
1034,999.950000,26.690000
1035,999.950000,26.690000
1036,999.950000,26.700000
1037,999.950000,26.700000
1038,999.950000,26.690000
1039,999.950000,26.700000
1040,999.950000,26.700000
1041,999.950000,26.700000
1042,999.950000,26.690000
1043,999.950000,26.690000
1044,999.950000,26.700000
1045,999.950000,26.700000
1046,999.950000,26.710000
1047,999.950000,26.700000
1048,999.950000,26.700000
1049,999.950000,26.700000
1050,999.950000,26.690000
1051,999.960000,26.700000
1052,999.950000,26.690000
1053,999.960000,26.700000
1054,999.960000,26.700000
1055,999.960000,26.690000
1056,999.960000,26.680000
1057,999.960000,26.690000
1058,999.960000,26.690000
1059,999.960000,26.690000
1060,999.970000,26.700000
1061,999.960000,26.690000
1062,999.960000,26.690000
1063,999.960000,26.690000
1064,999.950000,26.690000
1065,999.950000,26.700000
1066,999.950000,26.690000
1067,999.950000,26.690000
1068,999.950000,26.690000
1069,999.950000,26.690000
1070,999.950000,26.690000
1071,999.960000,26.690000
1072,999.960000,26.690000
1073,999.950000,26.690000
1074,999.960000,26.680000
1075,999.960000,26.690000
1076,999.960000,26.680000
1077,999.960000,26.680000
1078,999.960000,26.680000
1079,999.960000,26.680000
1080,999.970000,26.680000
1081,999.970000,26.670000
1082,999.970000,26.670000
1083,999.970000,26.670000
1084,999.970000,26.680000
1085,999.970000,26.680000
1086,999.970000,26.680000
1087,999.970000,26.680000
1088,999.970000,26.680000
1089,999.960000,26.680000
1090,999.960000,26.680000
1091,999.960000,26.670000
1092,999.960000,26.680000
1093,999.960000,26.660000
1094,999.960000,26.670000
1095,999.960000,26.670000
1096,999.960000,26.660000
1097,999.960000,26.660000
1098,999.960000,26.660000
1099,999.970000,26.670000
1100,999.970000,26.670000
1101,999.970000,26.670000
1102,999.970000,26.680000
1103,999.970000,26.670000
1104,999.970000,26.660000
1105,999.970000,26.670000
1106,999.970000,26.670000
1107,999.980000,26.670000
1108,999.970000,26.680000
1109,999.970000,26.670000
1110,999.970000,26.660000
1111,999.970000,26.670000
1112,999.970000,26.670000
1113,999.970000,26.660000
1114,999.960000,26.660000
1115,999.970000,26.660000
1116,999.970000,26.670000
1117,999.970000,26.660000
1118,999.970000,26.670000
1119,999.970000,26.660000
1120,999.970000,26.660000
1121,999.980000,26.660000
1122,999.980000,26.660000
1123,999.980000,26.660000
1124,999.980000,26.660000
1125,999.980000,26.660000
1126,999.980000,26.650000
1127,999.980000,26.650000
1128,999.980000,26.650000
1129,999.980000,26.650000
1130,999.980000,26.650000
1131,999.980000,26.640000
1132,999.980000,26.640000
1133,999.980000,26.640000
1134,999.980000,26.640000
1135,999.980000,26.640000
1136,999.970000,26.640000
1137,999.970000,26.630000
1138,999.970000,26.640000
1139,999.970000,26.650000
1140,999.970000,26.640000
1141,999.970000,26.640000
1142,999.970000,26.640000
1143,999.970000,26.630000
1144,999.970000,26.630000
1145,999.970000,26.630000
1146,999.960000,26.630000
1147,999.970000,26.640000
1148,999.960000,26.630000
1149,999.960000,26.620000
1150,999.960000,26.630000
