Point,Pressure(hPa),Temp(C)
136,994.330000,20.090000
137,994.370000,20.090000
138,994.380000,20.100000
139,994.370000,20.090000
140,994.340000,20.100000
141,994.340000,20.110000
142,994.340000,20.120000
143,994.330000,20.140000
144,994.310000,20.130000
145,994.290000,20.140000
146,994.330000,20.140000
147,994.320000,20.130000
148,994.330000,20.150000
149,994.340000,20.150000
150,994.340000,20.150000
151,994.350000,20.160000
152,994.350000,20.150000
153,994.360000,20.160000
154,994.360000,20.170000
155,994.370000,20.190000
156,994.360000,20.190000
157,994.360000,20.190000
158,994.360000,20.180000
159,994.360000,20.200000
160,994.360000,20.200000
161,994.360000,20.200000
162,994.360000,20.200000
163,994.360000,20.210000
164,994.360000,20.210000
165,994.360000,20.230000
166,994.360000,20.230000
167,994.340000,20.220000
168,994.330000,20.230000
169,994.340000,20.250000
170,994.340000,20.250000
171,994.340000,20.260000
172,994.340000,20.260000
173,994.350000,20.250000
174,994.350000,20.280000
175,994.350000,20.270000
176,994.360000,20.290000
177,994.360000,20.280000
178,994.370000,20.280000
179,994.370000,20.290000
180,994.380000,20.300000
181,994.380000,20.290000
182,994.380000,20.310000
183,994.390000,20.320000
184,994.380000,20.310000
185,994.380000,20.330000
186,994.380000,20.320000
187,994.390000,20.340000
188,994.380000,20.340000
189,994.380000,20.350000
190,994.380000,20.330000
191,994.390000,20.360000
192,994.390000,20.360000
193,994.380000,20.340000
194,994.380000,20.350000
195,994.370000,20.350000
196,994.380000,20.370000
197,994.380000,20.380000
198,994.380000,20.380000
199,994.390000,20.390000
200,994.380000,20.390000
201,994.380000,20.400000
202,994.380000,20.410000
203,994.380000,20.410000
204,994.370000,20.400000
205,994.380000,20.420000
206,994.380000,20.420000
207,994.380000,20.430000
208,994.380000,20.440000
209,994.380000,20.430000
210,994.380000,20.450000
211,994.380000,20.430000
212,994.380000,20.460000
213,994.390000,20.450000
214,994.390000,20.450000
215,994.400000,20.460000
216,994.400000,20.470000
217,994.400000,20.470000
218,994.390000,20.470000
219,994.390000,20.470000
220,994.390000,20.470000
221,994.390000,20.470000
222,994.390000,20.490000
223,994.390000,20.490000
224,994.390000,20.500000
225,994.380000,20.490000
226,994.380000,20.500000
227,994.390000,20.520000
228,994.390000,20.510000
229,994.390000,20.520000
230,994.390000,20.530000
231,994.390000,20.540000
232,994.390000,20.530000
233,994.390000,20.540000
234,994.380000,20.540000
235,994.380000,20.540000
236,994.380000,20.540000
237,994.370000,20.540000
238,994.360000,20.540000
239,994.360000,20.550000
240,994.360000,20.550000
241,994.360000,20.550000
242,994.360000,20.560000
243,994.360000,20.580000
244,994.370000,20.580000
245,994.370000,20.570000
246,994.370000,20.590000
247,994.380000,20.590000
248,994.380000,20.590000
249,994.390000,20.590000
250,994.390000,20.610000
251,994.390000,20.610000
252,994.390000,20.620000
253,994.390000,20.600000
254,994.390000,20.610000
255,994.390000,20.620000
256,994.390000,20.620000
257,994.380000,20.620000
258,994.380000,20.620000
259,994.380000,20.640000
260,994.360000,20.630000
261,994.360000,20.640000
262,994.360000,20.650000
263,994.370000,20.640000
264,994.370000,20.660000
265,994.360000,20.660000
266,994.360000,20.660000
267,994.330000,20.660000
268,994.350000,20.670000
269,994.340000,20.680000
270,994.330000,20.680000
271,994.330000,20.680000
272,994.350000,20.700000
273,994.360000,20.700000
274,994.350000,20.710000
275,994.350000,20.690000
276,994.360000,20.710000
277,994.360000,20.710000
278,994.360000,20.710000
279,994.360000,20.710000
280,994.360000,20.720000
281,994.370000,20.720000
282,994.360000,20.720000
283,994.370000,20.720000
284,994.370000,20.730000
285,994.370000,20.720000
286,994.370000,20.720000
287,994.360000,20.750000
288,994.360000,20.760000
289,994.360000,20.750000
290,994.360000,20.750000
291,994.350000,20.770000
292,994.350000,20.760000
293,994.350000,20.750000
294,994.350000,20.770000
295,994.350000,20.770000
296,994.350000,20.780000
297,994.350000,20.790000
298,994.350000,20.790000
299,994.350000,20.780000
300,994.350000,20.800000
301,994.350000,20.800000
302,994.350000,20.790000
303,994.350000,20.810000
304,994.350000,20.820000
305,994.350000,20.810000
306,994.340000,20.820000
307,994.340000,20.830000
308,994.340000,20.830000
309,994.340000,20.840000
310,994.340000,20.850000
311,994.340000,20.830000
312,994.340000,20.830000
313,994.340000,20.840000
314,994.350000,20.850000
315,994.350000,20.850000
316,994.350000,20.850000
317,994.350000,20.850000
318,994.350000,20.850000
319,994.350000,20.850000
320,994.350000,20.870000
321,994.350000,20.850000
322,994.360000,20.860000
323,994.350000,20.860000
324,994.350000,20.880000
325,994.340000,20.870000
326,994.340000,20.890000
327,994.340000,20.890000
328,994.340000,20.910000
329,994.340000,20.890000
330,994.350000,20.900000
331,994.350000,20.900000
332,994.350000,20.900000
333,994.350000,20.920000
334,994.340000,20.910000
335,994.340000,20.900000
336,994.340000,20.920000
337,994.340000,20.930000
338,994.330000,20.920000
339,994.320000,20.920000
340,994.320000,20.940000
341,994.320000,20.930000
342,994.320000,20.930000
343,994.320000,20.940000
344,994.320000,20.960000
345,994.320000,20.940000
346,994.330000,20.960000
347,994.320000,20.940000
348,994.320000,20.970000
349,994.320000,20.960000
350,994.320000,20.950000
351,994.330000,20.960000
352,994.340000,20.970000
353,994.340000,20.970000
354,994.350000,20.980000
355,994.350000,20.970000
356,994.350000,20.960000
357,994.340000,20.970000
358,994.340000,20.970000
359,994.330000,20.990000
360,994.330000,21.000000
361,994.330000,21.000000
362,994.320000,20.980000
363,994.320000,20.990000
364,994.320000,21.010000
365,994.310000,21.000000
366,994.300000,21.000000
367,994.300000,21.000000
368,994.300000,21.010000
369,994.290000,21.010000
370,994.290000,21.010000
371,994.290000,21.010000
372,994.290000,21.030000
373,994.300000,21.030000
374,994.280000,21.040000
375,994.280000,21.040000
376,994.290000,21.030000
377,994.290000,21.030000
378,994.300000,21.050000
379,994.290000,21.040000
380,994.280000,21.040000
381,994.280000,21.050000
382,994.280000,21.060000
383,994.270000,21.080000
384,994.270000,21.060000
385,994.270000,21.060000
386,994.270000,21.060000
387,994.270000,21.080000
388,994.280000,21.060000
389,994.280000,21.070000
390,994.280000,21.070000
391,994.290000,21.070000
392,994.290000,21.080000
393,994.300000,21.080000
394,994.310000,21.080000
395,994.310000,21.080000
396,994.300000,21.090000
397,994.290000,21.080000
398,994.300000,21.090000
399,994.290000,21.080000
400,994.290000,21.100000
401,994.290000,21.100000
402,994.290000,21.090000
403,994.290000,21.100000
404,994.280000,21.100000
405,994.290000,21.120000
406,994.290000,21.120000
407,994.290000,21.110000
408,994.300000,21.120000
409,994.300000,21.120000
410,994.300000,21.120000
411,994.290000,21.120000
412,994.290000,21.130000
413,994.280000,21.140000
414,994.260000,21.130000
415,994.260000,21.130000
416,994.260000,21.140000
417,994.270000,21.160000
418,994.280000,21.150000
419,994.290000,21.160000
420,994.300000,21.170000
421,994.300000,21.180000
422,994.300000,21.170000
423,994.310000,21.160000
424,994.300000,21.180000
425,994.300000,21.160000
426,994.300000,21.180000
427,994.300000,21.180000
428,994.300000,21.170000
429,994.300000,21.180000
430,994.300000,21.190000
431,994.300000,21.180000
432,994.300000,21.180000
433,994.300000,21.190000
434,994.290000,21.200000
435,994.290000,21.210000
436,994.290000,21.200000
437,994.290000,21.200000
438,994.290000,21.210000
439,994.300000,21.200000
440,994.300000,21.220000
441,994.310000,21.220000
442,994.320000,21.210000
443,994.320000,21.230000
444,994.330000,21.220000
445,994.330000,21.220000
446,994.340000,21.220000
447,994.340000,21.230000
448,994.340000,21.220000
449,994.340000,21.230000
450,994.330000,21.240000
451,994.340000,21.240000
452,994.350000,21.250000
453,994.330000,21.240000
454,994.320000,21.250000
455,994.320000,21.250000
456,994.320000,21.250000
457,994.310000,21.250000
458,994.300000,21.250000
459,994.300000,21.260000
460,994.290000,21.260000
461,994.290000,21.270000
462,994.280000,21.250000
463,994.280000,21.250000
464,994.280000,21.260000
465,994.280000,21.270000
466,994.270000,21.260000
467,994.280000,21.260000
468,994.280000,21.260000
469,994.290000,21.270000
470,994.300000,21.280000
471,994.300000,21.280000
472,994.310000,21.270000
473,994.320000,21.280000
474,994.310000,21.270000
475,994.310000,21.270000
476,994.310000,21.270000
477,994.300000,21.290000
478,994.320000,21.280000
479,994.300000,21.290000
480,994.310000,21.290000
481,994.310000,21.290000
482,994.310000,21.300000
483,994.300000,21.290000
484,994.300000,21.310000
485,994.290000,21.310000
486,994.270000,21.310000
487,994.260000,21.310000
488,994.250000,21.320000
489,994.240000,21.310000
490,994.230000,21.330000
491,994.230000,21.330000
492,994.230000,21.320000
493,994.230000,21.310000
494,994.230000,21.320000
495,994.240000,21.330000
496,994.240000,21.320000
497,994.250000,21.340000
498,994.260000,21.330000
499,994.270000,21.350000
500,994.270000,21.350000
501,994.270000,21.330000
502,994.270000,21.350000
503,994.260000,21.340000
504,994.250000,21.350000
505,994.250000,21.350000
506,994.260000,21.340000
507,994.250000,21.350000
508,994.240000,21.360000
509,994.230000,21.360000
510,994.240000,21.360000
511,994.260000,21.360000
512,994.260000,21.370000
513,994.240000,21.370000
514,994.260000,21.380000
515,994.260000,21.380000
516,994.260000,21.370000
517,994.250000,21.380000
518,994.260000,21.380000
519,994.270000,21.380000
520,994.250000,21.360000
521,994.260000,21.370000
522,994.270000,21.370000
523,994.270000,21.370000
524,994.280000,21.370000
525,994.280000,21.370000
526,994.270000,21.360000
527,994.260000,21.370000
528,994.260000,21.380000
529,994.250000,21.380000
530,994.270000,21.390000
531,994.280000,21.380000
532,994.270000,21.390000
533,994.270000,21.400000
534,994.280000,21.400000
535,994.270000,21.390000
536,994.270000,21.400000
537,994.270000,21.410000
538,994.270000,21.390000
539,994.270000,21.410000
540,994.280000,21.410000
541,994.270000,21.400000
542,994.260000,21.400000
543,994.270000,21.420000
544,994.270000,21.410000
545,994.260000,21.410000
546,994.260000,21.420000
547,994.260000,21.420000
548,994.260000,21.410000
549,994.260000,21.420000
550,994.260000,21.410000
551,994.270000,21.430000
552,994.280000,21.420000
553,994.280000,21.430000
554,994.290000,21.420000
555,994.290000,21.420000
556,994.300000,21.440000
557,994.290000,21.420000
558,994.290000,21.420000
559,994.300000,21.440000
560,994.290000,21.450000
561,994.290000,21.450000
562,994.290000,21.440000
563,994.290000,21.450000
564,994.290000,21.450000
565,994.290000,21.440000
566,994.290000,21.450000
567,994.290000,21.460000
568,994.280000,21.440000
569,994.280000,21.440000
570,994.280000,21.470000
571,994.280000,21.450000
572,994.280000,21.460000
573,994.280000,21.460000
574,994.280000,21.460000
575,994.280000,21.450000
576,994.270000,21.460000
577,994.270000,21.470000
578,994.270000,21.450000
579,994.270000,21.470000
580,994.270000,21.460000
581,994.270000,21.470000
582,994.260000,21.460000
583,994.260000,21.480000
584,994.260000,21.480000
585,994.270000,21.490000
586,994.270000,21.500000
587,994.260000,21.480000
588,994.260000,21.510000
589,994.260000,21.490000
590,994.260000,21.490000
591,994.260000,21.490000
592,994.260000,21.490000
593,994.260000,21.510000
594,994.260000,21.510000
595,994.250000,21.490000
596,994.260000,21.500000
597,994.270000,21.520000
598,994.270000,21.500000
599,994.270000,21.500000
600,994.270000,21.500000
601,994.270000,21.490000
602,994.280000,21.500000
603,994.280000,21.510000
604,994.280000,21.520000
605,994.280000,21.520000
606,994.270000,21.510000
607,994.280000,21.510000
608,994.260000,21.500000
609,994.270000,21.530000
610,994.270000,21.520000
611,994.270000,21.530000
612,994.270000,21.510000
613,994.260000,21.520000
614,994.260000,21.530000
615,994.250000,21.530000
616,994.240000,21.520000
617,994.240000,21.520000
618,994.240000,21.540000
619,994.230000,21.530000
620,994.240000,21.540000
621,994.240000,21.530000
622,994.240000,21.540000
623,994.250000,21.540000
624,994.250000,21.540000
625,994.260000,21.550000
626,994.260000,21.540000
627,994.270000,21.550000
628,994.270000,21.530000
629,994.280000,21.550000
630,994.280000,21.550000
631,994.280000,21.550000
632,994.270000,21.560000
633,994.270000,21.540000
634,994.270000,21.550000
635,994.260000,21.550000
636,994.250000,21.560000
637,994.260000,21.560000
638,994.250000,21.550000
639,994.250000,21.560000
640,994.240000,21.540000
641,994.240000,21.550000
642,994.230000,21.550000
643,994.220000,21.550000
644,994.220000,21.550000
645,994.220000,21.570000
646,994.220000,21.560000
647,994.220000,21.550000
648,994.230000,21.560000
649,994.230000,21.560000
650,994.230000,21.560000
651,994.230000,21.560000
652,994.230000,21.560000
653,994.230000,21.570000
654,994.230000,21.580000
655,994.230000,21.560000
656,994.240000,21.590000
657,994.240000,21.560000
658,994.240000,21.570000
659,994.250000,21.580000
660,994.250000,21.590000
661,994.250000,21.590000
662,994.250000,21.580000
663,994.250000,21.590000
664,994.250000,21.590000
665,994.250000,21.590000
666,994.240000,21.590000
667,994.250000,21.600000
668,994.240000,21.590000
669,994.250000,21.610000
670,994.250000,21.610000
671,994.240000,21.600000
672,994.230000,21.590000
673,994.230000,21.610000
674,994.240000,21.590000
675,994.240000,21.590000
676,994.240000,21.610000
677,994.240000,21.600000
678,994.240000,21.600000
679,994.250000,21.610000
680,994.250000,21.600000
681,994.260000,21.600000
682,994.250000,21.590000
683,994.260000,21.600000
684,994.260000,21.600000
685,994.260000,21.600000
686,994.260000,21.600000
687,994.260000,21.610000
688,994.250000,21.620000
689,994.240000,21.620000
690,994.250000,21.610000
691,994.250000,21.620000
692,994.260000,21.610000
693,994.250000,21.630000
694,994.240000,21.610000
695,994.240000,21.610000
696,994.240000,21.610000
697,994.250000,21.610000
698,994.250000,21.610000
699,994.230000,21.630000
700,994.230000,21.630000
701,994.230000,21.620000
702,994.240000,21.630000
703,994.250000,21.640000
704,994.240000,21.650000
705,994.230000,21.640000
706,994.230000,21.630000
707,994.230000,21.650000
708,994.240000,21.630000
709,994.230000,21.640000
710,994.240000,21.640000
711,994.250000,21.640000
712,994.260000,21.640000
713,994.260000,21.630000
714,994.260000,21.640000
715,994.260000,21.640000
716,994.260000,21.650000
717,994.260000,21.650000
718,994.250000,21.630000
719,994.260000,21.650000
720,994.250000,21.630000
721,994.260000,21.650000
722,994.250000,21.640000
723,994.250000,21.650000
724,994.250000,21.660000
725,994.250000,21.650000
726,994.240000,21.640000
727,994.240000,21.650000
728,994.240000,21.650000
729,994.230000,21.650000
730,994.240000,21.650000
731,994.230000,21.650000
732,994.230000,21.650000
733,994.230000,21.650000
734,994.220000,21.650000
735,994.220000,21.640000
736,994.220000,21.670000
737,994.220000,21.640000
738,994.220000,21.640000
739,994.220000,21.650000
740,994.220000,21.650000
741,994.220000,21.650000
742,994.210000,21.650000
743,994.210000,21.650000
744,994.210000,21.670000
745,994.200000,21.650000
746,994.200000,21.660000
747,994.210000,21.660000
748,994.200000,21.670000
749,994.210000,21.660000
750,994.210000,21.660000
751,994.220000,21.660000
752,994.220000,21.680000
753,994.220000,21.670000
754,994.230000,21.680000
755,994.230000,21.680000
756,994.230000,21.670000
757,994.230000,21.670000
758,994.230000,21.680000
759,994.230000,21.680000
760,994.240000,21.690000
761,994.230000,21.680000
762,994.230000,21.680000
763,994.220000,21.680000
764,994.220000,21.680000
765,994.210000,21.670000
766,994.210000,21.690000
767,994.210000,21.690000
768,994.210000,21.680000
769,994.220000,21.690000
770,994.220000,21.680000
771,994.220000,21.690000
772,994.220000,21.690000
773,994.220000,21.680000
774,994.230000,21.690000
775,994.230000,21.700000
776,994.240000,21.700000
777,994.240000,21.690000
778,994.240000,21.690000
779,994.250000,21.700000
780,994.250000,21.710000
781,994.250000,21.710000
782,994.250000,21.720000
783,994.250000,21.720000
784,994.250000,21.700000
785,994.250000,21.710000
786,994.250000,21.710000
787,994.240000,21.710000
788,994.240000,21.720000
789,994.240000,21.710000
790,994.240000,21.710000
791,994.230000,21.700000
792,994.230000,21.700000
793,994.230000,21.710000
794,994.230000,21.710000
795,994.230000,21.720000
796,994.230000,21.720000
797,994.230000,21.710000
798,994.230000,21.730000
799,994.220000,21.710000
800,994.210000,21.720000
801,994.210000,21.710000
802,994.210000,21.710000
803,994.210000,21.710000
804,994.210000,21.720000
805,994.210000,21.710000
806,994.220000,21.720000
807,994.220000,21.730000
808,994.210000,21.720000
809,994.220000,21.710000
810,994.220000,21.720000
811,994.220000,21.720000
812,994.220000,21.720000
813,994.220000,21.720000
814,994.210000,21.730000
815,994.210000,21.730000
816,994.200000,21.730000
817,994.210000,21.740000
818,994.210000,21.740000
819,994.210000,21.740000
820,994.210000,21.730000
821,994.210000,21.740000
822,994.210000,21.750000
823,994.220000,21.740000
824,994.210000,21.730000
825,994.210000,21.730000
826,994.210000,21.730000
827,994.220000,21.740000
828,994.210000,21.750000
829,994.210000,21.760000
830,994.210000,21.750000
831,994.200000,21.750000
832,994.200000,21.730000
833,994.210000,21.750000
834,994.210000,21.750000
835,994.200000,21.750000
836,994.210000,21.740000
837,994.220000,21.740000
838,994.220000,21.760000
839,994.210000,21.760000
840,994.220000,21.750000
841,994.220000,21.750000
842,994.210000,21.750000
843,994.210000,21.750000
844,994.210000,21.760000
845,994.210000,21.760000
846,994.220000,21.760000
847,994.220000,21.770000
848,994.210000,21.750000
849,994.220000,21.780000
850,994.210000,21.770000
851,994.210000,21.760000
852,994.210000,21.770000
853,994.210000,21.770000
854,994.210000,21.770000
855,994.210000,21.760000
856,994.220000,21.790000
857,994.210000,21.770000
858,994.220000,21.770000
859,994.220000,21.780000
860,994.220000,21.780000
861,994.220000,21.790000
862,994.220000,21.770000
863,994.220000,21.780000
864,994.220000,21.770000
865,994.220000,21.770000
866,994.220000,21.790000
867,994.220000,21.780000
868,994.220000,21.790000
869,994.230000,21.790000
870,994.230000,21.780000
871,994.220000,21.790000
872,994.210000,21.790000
873,994.210000,21.790000
874,994.200000,21.800000
875,994.200000,21.810000
876,994.200000,21.810000
877,994.190000,21.790000
878,994.190000,21.800000
879,994.200000,21.780000
880,994.200000,21.790000
881,994.210000,21.790000
882,994.220000,21.780000
883,994.220000,21.800000
884,994.230000,21.800000
885,994.220000,21.800000
886,994.220000,21.820000
887,994.220000,21.810000
888,994.210000,21.800000
889,994.220000,21.810000
890,994.220000,21.820000
891,994.220000,21.810000
892,994.220000,21.800000
893,994.220000,21.810000
894,994.220000,21.800000
895,994.220000,21.790000
896,994.230000,21.820000
897,994.230000,21.820000
898,994.220000,21.810000
899,994.210000,21.810000
900,994.210000,21.810000
901,994.200000,21.800000
902,994.190000,21.810000
903,994.190000,21.810000
904,994.190000,21.800000
905,994.180000,21.820000
906,994.170000,21.810000
907,994.170000,21.810000
908,994.170000,21.810000
909,994.170000,21.820000
910,994.180000,21.830000
911,994.180000,21.820000
912,994.180000,21.830000
913,994.180000,21.810000
914,994.180000,21.810000
915,994.190000,21.820000
916,994.190000,21.830000
917,994.200000,21.830000
918,994.200000,21.810000
919,994.210000,21.820000
920,994.210000,21.810000
921,994.220000,21.810000
922,994.210000,21.820000
923,994.210000,21.810000
924,994.200000,21.810000
925,994.210000,21.820000
926,994.200000,21.820000
927,994.200000,21.810000
928,994.200000,21.820000
929,994.190000,21.810000
930,994.180000,21.810000
931,994.180000,21.810000
932,994.180000,21.810000
933,994.180000,21.820000
934,994.180000,21.820000
935,994.180000,21.820000
936,994.190000,21.810000
937,994.190000,21.820000
938,994.200000,21.820000
939,994.200000,21.830000
940,994.200000,21.830000
941,994.200000,21.820000
942,994.200000,21.820000
943,994.200000,21.830000
944,994.200000,21.840000
945,994.200000,21.830000
946,994.200000,21.820000
947,994.200000,21.830000
948,994.200000,21.840000
949,994.200000,21.820000
950,994.210000,21.830000
951,994.200000,21.830000
952,994.200000,21.850000
953,994.190000,21.850000
954,994.180000,21.850000
955,994.170000,21.840000
956,994.170000,21.830000
957,994.160000,21.850000
958,994.160000,21.840000
959,994.150000,21.830000
960,994.150000,21.820000
961,994.140000,21.840000
962,994.150000,21.820000
963,994.160000,21.820000
964,994.170000,21.830000
965,994.180000,21.840000
966,994.180000,21.840000
967,994.180000,21.860000
968,994.180000,21.840000
969,994.190000,21.840000
970,994.190000,21.860000
971,994.200000,21.840000
972,994.210000,21.850000
973,994.220000,21.850000
974,994.240000,21.850000
975,994.250000,21.860000
976,994.250000,21.840000
977,994.260000,21.840000
978,994.250000,21.840000
979,994.240000,21.840000
980,994.240000,21.860000
981,994.230000,21.860000
982,994.210000,21.860000
983,994.200000,21.840000
984,994.200000,21.850000
985,994.190000,21.850000
986,994.170000,21.850000
987,994.180000,21.860000
988,994.170000,21.840000
989,994.180000,21.850000
990,994.180000,21.850000
991,994.170000,21.860000
992,994.180000,21.850000
993,994.190000,21.870000
994,994.200000,21.870000
995,994.200000,21.860000
996,994.200000,21.860000
997,994.190000,21.860000
998,994.190000,21.880000
999,994.180000,21.870000
1000,994.180000,21.870000
1001,994.190000,21.870000
1002,994.190000,21.890000
1003,994.190000,21.880000
1004,994.190000,21.890000
1005,994.180000,21.880000
1006,994.180000,21.890000
1007,994.170000,21.880000
1008,994.170000,21.870000
1009,994.180000,21.870000
1010,994.180000,21.860000
1011,994.180000,21.860000
1012,994.190000,21.870000
1013,994.190000,21.870000
1014,994.190000,21.880000
1015,994.180000,21.880000
1016,994.180000,21.880000
1017,994.190000,21.890000
1018,994.190000,21.880000
1019,994.190000,21.870000
1020,994.200000,21.890000
1021,994.200000,21.880000
1022,994.190000,21.890000
1023,994.190000,21.880000
1024,994.180000,21.870000
1025,994.180000,21.890000
1026,994.180000,21.880000
1027,994.180000,21.890000
1028,994.190000,21.890000
1029,994.190000,21.870000
1030,994.200000,21.890000
1031,994.200000,21.890000
1032,994.200000,21.880000
1033,994.200000,21.890000
1034,994.200000,21.890000
1035,994.200000,21.890000
1036,994.200000,21.890000
1037,994.200000,21.890000
1038,994.200000,21.900000
1039,994.200000,21.890000
1040,994.200000,21.890000
1041,994.200000,21.880000
1042,994.200000,21.890000
1043,994.210000,21.900000
1044,994.210000,21.890000
1045,994.210000,21.910000
1046,994.210000,21.890000
1047,994.210000,21.890000
1048,994.210000,21.890000
1049,994.200000,21.890000
1050,994.190000,21.900000
1051,994.180000,21.900000
1052,994.170000,21.900000
1053,994.170000,21.900000
1054,994.160000,21.900000
1055,994.170000,21.890000
1056,994.170000,21.890000
1057,994.180000,21.920000
1058,994.180000,21.910000
1059,994.180000,21.900000
1060,994.190000,21.920000
1061,994.190000,21.910000
1062,994.190000,21.900000
1063,994.200000,21.910000
1064,994.200000,21.910000
1065,994.200000,21.910000
1066,994.200000,21.930000
1067,994.190000,21.920000
1068,994.190000,21.920000
1069,994.200000,21.930000
1070,994.200000,21.910000
1071,994.200000,21.930000
1072,994.200000,21.920000
1073,994.190000,21.910000
1074,994.190000,21.920000
1075,994.190000,21.930000
1076,994.190000,21.940000
1077,994.170000,21.920000
1078,994.180000,21.920000
1079,994.170000,21.920000
1080,994.180000,21.930000
1081,994.170000,21.910000
1082,994.180000,21.920000
1083,994.190000,21.920000
1084,994.200000,21.920000
1085,994.210000,21.930000
1086,994.220000,21.940000
1087,994.220000,21.920000
1088,994.220000,21.920000
1089,994.220000,21.940000
1090,994.210000,21.920000
1091,994.210000,21.920000
1092,994.220000,21.940000
1093,994.220000,21.920000
1094,994.220000,21.930000
1095,994.220000,21.920000
1096,994.220000,21.940000
1097,994.210000,21.940000
1098,994.200000,21.930000
1099,994.200000,21.920000
1100,994.200000,21.930000
1101,994.210000,21.920000
1102,994.220000,21.920000
1103,994.220000,21.940000
1104,994.240000,21.950000
1105,994.240000,21.930000
1106,994.240000,21.940000
1107,994.240000,21.940000
1108,994.230000,21.950000
1109,994.220000,21.940000
1110,994.220000,21.940000
1111,994.220000,21.940000
1112,994.210000,21.960000
1113,994.220000,21.960000
1114,994.220000,21.940000
1115,994.200000,21.940000
1116,994.200000,21.950000
1117,994.210000,21.960000
1118,994.220000,21.960000
1119,994.220000,21.950000
1120,994.220000,21.940000
1121,994.220000,21.940000
1122,994.220000,21.950000
1123,994.220000,21.950000
1124,994.210000,21.940000
1125,994.210000,21.940000
1126,994.200000,21.960000
1127,994.190000,21.970000
1128,994.180000,21.960000
1129,994.190000,21.940000
1130,994.190000,21.940000
1131,994.190000,21.950000
1132,994.190000,21.950000
1133,994.200000,21.960000
1134,994.190000,21.950000
1135,994.200000,21.970000
1136,994.200000,21.950000
1137,994.200000,21.940000
1138,994.200000,21.970000
1139,994.190000,21.950000
1140,994.190000,21.960000
1141,994.200000,21.950000
1142,994.210000,21.960000
1143,994.210000,21.960000
1144,994.210000,21.960000
1145,994.210000,21.960000
1146,994.210000,21.950000
1147,994.200000,21.950000
1148,994.210000,21.960000
1149,994.210000,21.960000
1150,994.220000,21.960000
