Point,Pressure(hPa),Temp(C),Pressure(hPa),Temp(C)
16740,1009.680000,20.710000,1009.470000,21.510000
16770,1009.690000,20.740000,1009.480000,21.530000
16800,1009.700000,20.730000,1009.480000,21.480000
16830,1009.690000,20.760000,1009.470000,21.480000
16860,1009.690000,20.740000,1009.470000,21.480000
16890,1009.690000,20.710000,1009.480000,21.500000
16920,1009.690000,20.770000,1009.480000,21.540000
16950,1009.690000,20.770000,1009.470000,21.540000
16980,1009.680000,20.750000,1009.470000,21.490000
17010,1009.680000,20.720000,1009.460000,21.500000
17040,1009.670000,20.720000,1009.450000,21.500000
17070,1009.660000,20.690000,1009.440000,21.500000
17100,1009.660000,20.710000,1009.440000,21.510000
17130,1009.660000,20.720000,1009.440000,21.460000
17160,1009.650000,20.690000,1009.440000,21.470000
17190,1009.650000,20.690000,1009.430000,21.460000
17220,1009.660000,20.690000,1009.430000,21.460000
17250,1009.660000,20.670000,1009.440000,21.470000
17280,1009.670000,20.670000,1009.450000,21.500000
17310,1009.660000,20.700000,1009.450000,21.510000
17340,1009.660000,20.690000,1009.450000,21.490000
17370,1009.670000,20.670000,1009.460000,21.480000
17400,1009.660000,20.670000,1009.450000,21.460000
17430,1009.660000,20.660000,1009.440000,21.460000
17460,1009.660000,20.700000,1009.440000,21.470000
17490,1009.670000,20.690000,1009.450000,21.490000
17520,1009.680000,20.690000,1009.460000,21.460000
17550,1009.690000,20.680000,1009.470000,21.400000
17580,1009.700000,20.640000,1009.480000,21.340000
17610,1009.710000,20.600000,1009.490000,21.360000
17640,1009.730000,20.630000,1009.500000,21.390000
17670,1009.730000,20.650000,1009.510000,21.420000
17700,1009.720000,20.670000,1009.510000,21.410000
17730,1009.730000,20.630000,1009.510000,21.370000
17760,1009.730000,20.640000,1009.530000,21.410000
17790,1009.740000,20.640000,1009.520000,21.380000
17820,1009.750000,20.640000,1009.530000,21.420000
17850,1009.750000,20.620000,1009.530000,21.370000
17880,1009.750000,20.640000,1009.540000,21.370000
17910,1009.790000,20.600000,1009.540000,21.350000
17940,1009.750000,20.590000,1009.530000,21.320000
17970,1009.750000,20.590000,1009.530000,21.350000
18000,1009.750000,20.620000,1009.520000,21.370000
18030,1009.740000,20.620000,1009.520000,21.350000
18060,1009.720000,20.630000,1009.510000,21.320000
18090,1009.730000,20.610000,1009.510000,21.290000
18120,1009.720000,20.560000,1009.510000,21.310000
18150,1009.730000,20.560000,1009.520000,21.340000
18180,1009.730000,20.590000,1009.510000,21.350000
18210,1009.720000,20.580000,1009.510000,21.340000
18240,1009.710000,20.560000,1009.490000,21.300000
18270,1009.720000,20.570000,1009.490000,21.320000
18300,1009.710000,20.560000,1009.490000,21.340000
18330,1009.700000,20.590000,1009.480000,21.320000
18360,1009.690000,20.620000,1009.470000,21.350000
18390,1009.690000,20.630000,1009.480000,21.320000
18420,1009.680000,20.570000,1009.470000,21.280000
18450,1009.690000,20.560000,1009.470000,21.270000
18480,1009.710000,20.550000,1009.500000,21.280000
18510,1009.700000,20.580000,1009.480000,21.290000
18540,1009.700000,20.590000,1009.480000,21.290000
18570,1009.710000,20.570000,1009.490000,21.280000
18600,1009.700000,20.540000,1009.490000,21.270000
18630,1009.710000,20.540000,1009.480000,21.290000
18660,1009.700000,20.550000,1009.480000,21.310000
18690,1009.700000,20.550000,1009.490000,21.350000
18720,1009.690000,20.530000,1009.480000,21.340000
18750,1009.690000,20.570000,1009.470000,21.350000
18780,1009.690000,20.580000,1009.460000,21.390000
18810,1009.670000,20.550000,1009.460000,21.360000
18840,1009.680000,20.550000,1009.470000,21.370000
18870,1009.680000,20.510000,1009.470000,21.380000
18900,1009.680000,20.550000,1009.460000,21.400000
18930,1009.670000,20.530000,1009.450000,21.400000
18960,1009.660000,20.540000,1009.430000,21.400000
18990,1009.660000,20.550000,1009.450000,21.400000
19020,1009.670000,20.540000,1009.450000,21.390000
19050,1009.670000,20.510000,1009.450000,21.360000
19080,1009.670000,20.500000,1009.450000,21.390000
19110,1009.660000,20.510000,1009.450000,21.320000
19140,1009.660000,20.460000,1009.450000,21.300000
19170,1009.660000,20.480000,1009.450000,21.320000
19200,1009.660000,20.500000,1009.450000,21.310000
19230,1009.640000,20.490000,1009.430000,21.260000
19260,1009.640000,20.470000,1009.430000,21.260000
19290,1009.640000,20.450000,1009.420000,21.250000
19320,1009.620000,20.450000,1009.400000,21.250000
19350,1009.610000,20.440000,1009.390000,21.270000
19380,1009.600000,20.460000,1009.390000,21.260000
19410,1009.610000,20.480000,1009.390000,21.290000
19440,1009.600000,20.460000,1009.380000,21.320000
19470,1009.590000,20.530000,1009.390000,21.360000
19500,1009.600000,20.530000,1009.390000,21.330000
19530,1009.600000,20.520000,1009.390000,21.310000
19560,1009.610000,20.520000,1009.390000,21.270000
19590,1009.620000,20.510000,1009.400000,21.280000
19620,1009.610000,20.470000,1009.400000,21.270000
19650,1009.620000,20.490000,1009.400000,21.310000
19680,1009.620000,20.520000,1009.400000,21.300000
19710,1009.610000,20.510000,1009.400000,21.260000
19740,1009.610000,20.500000,1009.400000,21.260000
19770,1009.610000,20.500000,1009.400000,21.290000
19800,1009.610000,20.520000,1009.390000,21.290000
19830,1009.600000,20.510000,1009.380000,21.290000
19860,1009.610000,20.520000,1009.390000,21.240000
19890,1009.610000,20.530000,1009.380000,21.230000
19920,1009.600000,20.500000,1009.390000,21.220000
19950,1009.600000,20.490000,1009.370000,21.220000
19980,1009.590000,20.450000,1009.380000,21.190000
20010,1009.600000,20.450000,1009.380000,21.210000
20040,1009.590000,20.470000,1009.370000,21.240000
20070,1009.590000,20.470000,1009.370000,21.270000
20100,1009.580000,20.500000,1009.360000,21.320000
20130,1009.570000,20.490000,1009.350000,21.290000
20160,1009.560000,20.450000,1009.330000,21.270000
20190,1009.540000,20.450000,1009.320000,21.300000
20220,1009.540000,20.430000,1009.320000,21.260000
20250,1009.530000,20.430000,1009.310000,21.250000
20280,1009.520000,20.420000,1009.300000,21.240000
20310,1009.510000,20.430000,1009.280000,21.250000
20340,1009.500000,20.440000,1009.290000,21.250000
20370,1009.500000,20.400000,1009.270000,21.240000
20400,1009.470000,20.410000,1009.260000,21.280000
20430,1009.480000,20.460000,1009.270000,21.330000
20460,1009.480000,20.490000,1009.260000,21.320000
20490,1009.480000,20.490000,1009.270000,21.300000
20520,1009.500000,20.480000,1009.280000,21.310000
20550,1009.490000,20.450000,1009.280000,21.270000
20580,1009.490000,20.440000,1009.270000,21.250000
20610,1009.490000,20.430000,1009.280000,21.260000
20640,1009.500000,20.430000,1009.280000,21.230000
20670,1009.500000,20.440000,1009.290000,21.220000
20700,1009.500000,20.430000,1009.280000,21.240000
20730,1009.500000,20.450000,1009.290000,21.280000
20760,1009.530000,20.450000,1009.310000,21.280000
20790,1009.530000,20.450000,1009.310000,21.280000
20820,1009.530000,20.440000,1009.310000,21.260000
20850,1009.530000,20.430000,1009.310000,21.250000
20880,1009.530000,20.430000,1009.320000,21.260000
20910,1009.540000,20.410000,1009.320000,21.240000
20940,1009.520000,20.440000,1009.310000,21.270000
20970,1009.520000,20.450000,1009.310000,21.280000
21000,1009.530000,20.440000,1009.310000,21.250000
21030,1009.520000,20.430000,1009.290000,21.260000
21060,1009.500000,20.420000,1009.290000,21.260000
21090,1009.510000,20.400000,1009.300000,21.240000
21120,1009.500000,20.370000,1009.280000,21.240000
21150,1009.500000,20.390000,1009.290000,21.300000
21180,1009.490000,20.430000,1009.270000,21.260000
21210,1009.490000,20.410000,1009.270000,21.240000
21240,1009.500000,20.420000,1009.280000,21.240000
21270,1009.490000,20.430000,1009.260000,21.240000
21300,1009.490000,20.450000,1009.280000,21.220000
21330,1009.500000,20.450000,1009.280000,21.260000
21360,1009.500000,20.460000,1009.280000,21.300000
21390,1009.490000,20.480000,1009.280000,21.290000
21420,1009.500000,20.480000,1009.280000,21.290000
21450,1009.500000,20.460000,1009.290000,21.240000
21480,1009.500000,20.440000,1009.280000,21.250000
21510,1009.500000,20.430000,1009.290000,21.280000
21540,1009.510000,20.450000,1009.290000,21.280000
21570,1009.500000,20.470000,1009.270000,21.240000
21600,1009.490000,20.430000,1009.270000,21.230000
21630,1009.500000,20.460000,1009.270000,21.230000
21660,1009.480000,20.430000,1009.270000,21.180000
21690,1009.470000,20.460000,1009.250000,21.190000
21720,1009.470000,20.480000,1009.240000,21.180000
21750,1009.460000,20.490000,1009.240000,21.210000
21780,1009.440000,20.470000,1009.230000,21.190000
21810,1009.440000,20.450000,1009.230000,21.180000
21840,1009.440000,20.430000,1009.220000,21.180000
21870,1009.440000,20.430000,1009.240000,21.210000
21900,1009.440000,20.450000,1009.230000,21.220000
21930,1009.430000,20.470000,1009.220000,21.230000
21960,1009.440000,20.480000,1009.220000,21.230000
21990,1009.450000,20.480000,1009.240000,21.210000
22020,1009.460000,20.470000,1009.240000,21.190000
22050,1009.470000,20.430000,1009.260000,21.210000
22080,1009.470000,20.420000,1009.250000,21.180000
22110,1009.470000,20.440000,1009.250000,21.230000
22140,1009.450000,20.470000,1009.240000,21.230000
22170,1009.450000,20.450000,1009.220000,21.190000
22200,1009.460000,20.440000,1009.240000,21.200000
22230,1009.440000,20.450000,1009.210000,21.190000
22260,1009.430000,20.460000,1009.220000,21.220000
22290,1009.440000,20.470000,1009.220000,21.220000
22320,1009.440000,20.420000,1009.220000,21.240000
22350,1009.450000,20.390000,1009.230000,21.190000
22380,1009.440000,20.410000,1009.230000,21.220000
22410,1009.440000,20.420000,1009.230000,21.190000
22440,1009.440000,20.420000,1009.230000,21.200000
22470,1009.450000,20.440000,1009.230000,21.190000
22500,1009.460000,20.460000,1009.240000,21.170000
22530,1009.460000,20.440000,1009.230000,21.160000
22560,1009.450000,20.420000,1009.240000,21.140000
22590,1009.460000,20.390000,1009.240000,21.140000
22620,1009.470000,20.410000,1009.260000,21.120000
22650,1009.480000,20.420000,1009.250000,21.110000
22680,1009.470000,20.440000,1009.250000,21.140000
22710,1009.470000,20.460000,1009.260000,21.150000
22740,1009.490000,20.460000,1009.260000,21.140000
22770,1009.460000,20.470000,1009.240000,21.170000
22800,1009.470000,20.480000,1009.250000,21.180000
22830,1009.470000,20.460000,1009.260000,21.160000
22860,1009.480000,20.440000,1009.260000,21.140000
22890,1009.490000,20.440000,1009.270000,21.130000
22920,1009.490000,20.430000,1009.290000,21.110000
22950,1009.520000,20.470000,1009.290000,21.110000
22980,1009.500000,20.470000,1009.280000,21.080000
23010,1009.500000,20.430000,1009.280000,21.090000
23040,1009.500000,20.420000,1009.280000,21.060000
23070,1009.500000,20.430000,1009.290000,21.080000
23100,1009.510000,20.420000,1009.290000,21.110000
23130,1009.480000,20.480000,1009.250000,21.080000
23160,1009.470000,20.460000,1009.240000,21.060000
23190,1009.460000,20.430000,1009.230000,21.060000
23220,1009.440000,20.440000,1009.210000,21.030000
23250,1009.420000,20.420000,1009.190000,21.080000
23280,1009.410000,20.430000,1009.190000,21.090000
23310,1009.390000,20.430000,1009.170000,21.090000
23340,1009.380000,20.460000,1009.160000,21.110000
23370,1009.370000,20.470000,1009.150000,21.130000
23400,1009.370000,20.490000,1009.160000,21.110000
23430,1009.380000,20.500000,1009.170000,21.170000
23460,1009.390000,20.570000,1009.170000,21.200000
23490,1009.380000,20.550000,1009.150000,21.160000
23520,1009.370000,20.530000,1009.160000,21.170000
23550,1009.380000,20.510000,1009.160000,21.170000
23580,1009.380000,20.510000,1009.160000,21.150000
23610,1009.380000,20.500000,1009.160000,21.140000
23640,1009.370000,20.500000,1009.150000,21.160000
23670,1009.370000,20.490000,1009.160000,21.170000
23700,1009.380000,20.510000,1009.170000,21.170000
23730,1009.390000,20.510000,1009.170000,21.160000
23760,1009.380000,20.560000,1009.180000,21.180000
23790,1009.410000,20.560000,1009.180000,21.170000
23820,1009.390000,20.560000,1009.170000,21.140000
23850,1009.390000,20.550000,1009.160000,21.160000
23880,1009.380000,20.570000,1009.160000,21.170000
23910,1009.380000,20.570000,1009.160000,21.160000
23940,1009.390000,20.570000,1009.160000,21.170000
23970,1009.380000,20.590000,1009.160000,21.180000
24000,1009.380000,20.620000,1009.150000,21.200000
24030,1009.370000,20.630000,1009.150000,21.170000
24060,1009.370000,20.610000,1009.150000,21.200000
24090,1009.360000,20.620000,1009.140000,21.200000
24120,1009.350000,20.630000,1009.130000,21.250000
24150,1009.350000,20.660000,1009.130000,21.250000
24180,1009.350000,20.650000,1009.130000,21.260000
24210,1009.350000,20.640000,1009.140000,21.260000
24240,1009.360000,20.640000,1009.120000,21.230000
24270,1009.340000,20.630000,1009.110000,21.250000
24300,1009.320000,20.650000,1009.100000,21.240000
24330,1009.310000,20.620000,1009.090000,21.230000
24360,1009.300000,20.610000,1009.070000,21.220000
24390,1009.290000,20.620000,1009.060000,21.210000
24420,1009.290000,20.640000,1009.080000,21.240000
24450,1009.280000,20.660000,1009.070000,21.230000
24480,1009.290000,20.660000,1009.060000,21.270000
24510,1009.280000,20.700000,1009.050000,21.250000
24540,1009.270000,20.690000,1009.040000,21.250000
24570,1009.250000,20.670000,1009.030000,21.260000
24600,1009.250000,20.690000,1009.030000,21.250000
24630,1009.240000,20.720000,1009.010000,21.320000
24660,1009.230000,20.780000,1009.010000,21.420000
24690,1009.230000,20.790000,1009.010000,21.460000
24720,1009.220000,20.820000,1009.000000,21.530000
24750,1009.210000,20.850000,1008.990000,21.540000
24780,1009.210000,20.860000,1008.990000,21.560000
24810,1009.210000,20.860000,1009.000000,21.630000
24840,1009.210000,20.850000,1008.990000,21.630000
24870,1009.190000,20.870000,1008.970000,21.610000
24900,1009.190000,20.880000,1008.970000,21.680000
24930,1009.180000,20.880000,1008.960000,21.680000
24960,1009.160000,20.890000,1008.950000,21.670000
24990,1009.170000,20.900000,1008.950000,21.660000
25020,1009.170000,20.900000,1008.940000,21.630000
25050,1009.150000,20.930000,1008.930000,21.710000
25080,1009.140000,20.970000,1008.920000,21.700000
25110,1009.140000,20.960000,1008.920000,21.700000
25140,1009.140000,20.950000,1008.920000,21.740000
25170,1009.140000,20.980000,1008.920000,21.730000
25200,1009.140000,20.990000,1008.920000,21.720000
25230,1009.140000,20.980000,1008.930000,21.710000
25260,1009.160000,20.970000,1008.940000,21.700000
25290,1009.150000,21.000000,1008.930000,21.700000
25320,1009.150000,21.020000,1008.930000,21.720000
25350,1009.140000,21.010000,1008.920000,21.700000
25380,1009.140000,21.030000,1008.910000,21.690000
25410,1009.130000,21.050000,1008.910000,21.740000
25440,1009.120000,21.090000,1008.900000,21.730000
25470,1009.100000,21.080000,1008.880000,21.730000
25500,1009.100000,21.100000,1008.870000,21.750000
25530,1009.090000,21.110000,1008.880000,21.730000
25560,1009.090000,21.110000,1008.870000,21.710000
25590,1009.090000,21.100000,1008.880000,21.750000
25620,1009.090000,21.140000,1008.870000,21.790000
25650,1009.090000,21.180000,1008.870000,21.800000
25680,1009.080000,21.180000,1008.850000,21.790000
25710,1009.070000,21.200000,1008.860000,21.800000
25740,1009.070000,21.190000,1008.850000,21.810000
25770,1009.050000,21.190000,1008.830000,21.810000
25800,1009.050000,21.190000,1008.840000,21.800000
25830,1009.060000,21.230000,1008.850000,21.870000
25860,1009.060000,21.290000,1008.840000,21.880000
25890,1009.070000,21.280000,1008.840000,21.830000
25920,1009.060000,21.280000,1008.840000,21.830000
25950,1009.060000,21.290000,1008.830000,21.870000
25980,1009.040000,21.290000,1008.820000,21.850000
26010,1009.040000,21.290000,1008.820000,21.860000
26040,1009.030000,21.320000,1008.810000,21.920000
26070,1009.030000,21.330000,1008.810000,21.920000
26100,1009.020000,21.340000,1008.800000,21.930000
26130,1009.010000,21.360000,1008.780000,21.900000
26160,1009.000000,21.360000,1008.770000,21.900000
26190,1008.990000,21.360000,1008.760000,21.920000
26220,1008.960000,21.370000,1008.730000,21.920000
26250,1008.950000,21.390000,1008.720000,21.950000
26280,1008.930000,21.370000,1008.710000,21.940000
26310,1008.930000,21.400000,1008.710000,21.940000
26340,1008.920000,21.420000,1008.690000,21.940000
26370,1008.900000,21.420000,1008.690000,21.960000
26400,1008.910000,21.440000,1008.700000,21.990000
26430,1008.920000,21.480000,1008.710000,22.010000
26460,1008.930000,21.490000,1008.700000,22.010000
26490,1008.920000,21.520000,1008.710000,22.030000
26520,1008.930000,21.530000,1008.720000,22.040000
26550,1008.950000,21.550000,1008.730000,22.100000
26580,1008.960000,21.580000,1008.740000,22.110000
26610,1008.960000,21.590000,1008.730000,22.120000
26640,1008.950000,21.600000,1008.730000,22.130000
26670,1008.960000,21.650000,1008.730000,22.130000
26700,1008.960000,21.640000,1008.740000,22.130000
26730,1008.950000,21.620000,1008.730000,22.140000
26760,1008.950000,21.630000,1008.720000,22.130000
26790,1008.940000,21.610000,1008.720000,22.130000
26820,1008.960000,21.650000,1008.730000,22.170000
26850,1008.950000,21.670000,1008.730000,22.180000
26880,1008.950000,21.680000,1008.720000,22.190000
26910,1008.960000,21.660000,1008.700000,22.180000
26940,1008.920000,21.670000,1008.700000,22.210000
26970,1008.930000,21.690000,1008.710000,22.190000
27000,1008.950000,21.700000,1008.720000,22.190000
27030,1008.950000,21.730000,1008.740000,22.260000
27060,1008.960000,21.770000,1008.740000,22.260000
27090,1008.960000,21.780000,1008.740000,22.270000
27120,1008.950000,21.780000,1008.740000,22.280000
27150,1008.970000,21.760000,1008.740000,22.280000
27180,1008.970000,21.770000,1008.750000,22.270000
27210,1008.960000,21.770000,1008.740000,22.290000
27240,1008.960000,21.810000,1008.740000,22.310000
27270,1008.970000,21.810000,1008.750000,22.310000
27300,1008.970000,21.820000,1008.750000,22.310000
27330,1008.980000,21.840000,1008.740000,22.350000
27360,1008.960000,21.870000,1008.730000,22.350000
27390,1008.950000,21.870000,1008.720000,22.370000
27420,1008.950000,21.880000,1008.730000,22.410000
27450,1008.960000,21.880000,1008.730000,22.390000
27480,1008.950000,21.910000,1008.740000,22.430000
27510,1008.960000,21.920000,1008.760000,22.430000
27540,1008.970000,21.940000,1008.740000,22.420000
27570,1008.960000,21.960000,1008.740000,22.460000
27600,1008.970000,21.970000,1008.740000,22.460000
27630,1008.960000,21.950000,1008.740000,22.460000
27660,1008.960000,21.980000,1008.740000,22.470000
27690,1008.950000,21.980000,1008.730000,22.520000
27720,1008.960000,21.990000,1008.750000,22.560000
27750,1008.970000,22.020000,1008.750000,22.550000
27780,1008.960000,22.010000,1008.740000,22.540000
27810,1008.960000,22.020000,1008.740000,22.540000
27840,1008.960000,22.040000,1008.730000,22.560000
27870,1008.960000,22.060000,1008.730000,22.590000
27900,1008.950000,22.070000,1008.730000,22.580000
27930,1008.950000,22.080000,1008.750000,22.600000
27960,1008.970000,22.090000,1008.740000,22.610000
27990,1008.950000,22.090000,1008.720000,22.630000
28020,1008.930000,22.110000,1008.710000,22.620000
28050,1008.930000,22.110000,1008.690000,22.620000
28080,1008.910000,22.120000,1008.690000,22.620000
28110,1008.910000,22.120000,1008.690000,22.650000
28140,1008.900000,22.150000,1008.670000,22.670000
28170,1008.890000,22.180000,1008.660000,22.700000
28200,1008.860000,22.190000,1008.640000,22.690000
28230,1008.860000,22.190000,1008.630000,22.690000
28260,1008.850000,22.180000,1008.620000,22.700000
28290,1008.840000,22.170000,1008.620000,22.730000
28320,1008.840000,22.210000,1008.600000,22.730000
28350,1008.820000,22.220000,1008.610000,22.740000
28380,1008.840000,22.210000,1008.600000,22.760000
28410,1008.810000,22.220000,1008.590000,22.770000
28440,1008.800000,22.220000,1008.580000,22.760000
28470,1008.800000,22.210000,1008.590000,22.760000
28500,1008.800000,22.240000,1008.580000,22.780000
28530,1008.800000,22.240000,1008.570000,22.750000
28560,1008.790000,22.220000,1008.570000,22.790000
28590,1008.790000,22.240000,1008.560000,22.780000
28620,1008.790000,22.270000,1008.580000,22.820000
28650,1008.800000,22.280000,1008.570000,22.830000
28680,1008.790000,22.320000,1008.570000,22.870000
28710,1008.790000,22.330000,1008.570000,22.840000
28740,1008.800000,22.330000,1008.580000,22.870000
28770,1008.790000,22.340000,1008.570000,22.870000
28800,1008.790000,22.350000,1008.570000,22.870000
28830,1008.820000,22.350000,1008.560000,22.850000
28860,1008.770000,22.340000,1008.530000,22.880000
28890,1008.740000,22.360000,1008.520000,22.930000
28920,1008.740000,22.360000,1008.530000,22.910000
28950,1008.750000,22.340000,1008.530000,22.910000
28980,1008.750000,22.370000,1008.520000,22.920000
29010,1008.750000,22.380000,1008.530000,22.960000
29040,1008.750000,22.420000,1008.520000,22.970000
29070,1008.740000,22.430000,1008.520000,22.960000
29100,1008.740000,22.430000,1008.510000,22.930000
29130,1008.740000,22.420000,1008.520000,22.960000
29160,1008.740000,22.440000,1008.520000,22.970000
29190,1008.740000,22.440000,1008.500000,23.000000
29220,1008.720000,22.430000,1008.490000,22.970000
29250,1008.730000,22.450000,1008.520000,23.030000
29280,1008.740000,22.460000,1008.520000,23.080000
29310,1008.740000,22.500000,1008.510000,23.100000
29340,1008.730000,22.490000,1008.510000,23.060000
29370,1008.730000,22.490000,1008.500000,23.070000
29400,1008.730000,22.540000,1008.510000,23.090000
29430,1008.730000,22.550000,1008.510000,23.090000
29460,1008.730000,22.540000,1008.510000,23.100000
29490,1008.730000,22.550000,1008.520000,23.070000
29520,1008.740000,22.580000,1008.510000,23.110000
29550,1008.730000,22.570000,1008.500000,23.150000
29580,1008.720000,22.550000,1008.480000,23.140000
29610,1008.700000,22.570000,1008.480000,23.180000
29640,1008.710000,22.620000,1008.470000,23.190000
29670,1008.680000,22.610000,1008.460000,23.180000
29700,1008.680000,22.600000,1008.460000,23.210000
29730,1008.670000,22.620000,1008.440000,23.210000
29760,1008.660000,22.630000,1008.430000,23.210000
29790,1008.650000,22.620000,1008.430000,23.220000
29820,1008.640000,22.620000,1008.420000,23.220000
29850,1008.640000,22.660000,1008.410000,23.210000
29880,1008.640000,22.640000,1008.420000,23.200000
29910,1008.640000,22.650000,1008.410000,23.190000
29940,1008.630000,22.650000,1008.410000,23.200000
29970,1008.640000,22.650000,1008.410000,23.220000
30000,1008.630000,22.660000,1008.400000,23.170000
30030,1008.620000,22.610000,1008.390000,23.090000
30060,1008.610000,22.570000,1008.380000,23.110000
30090,1008.600000,22.540000,1008.370000,23.110000
30120,1008.590000,22.520000,1008.350000,23.100000
30150,1008.570000,22.470000,1008.330000,23.070000
30180,1008.560000,22.410000,1008.340000,23.070000
30210,1008.570000,22.380000,1008.340000,23.080000
30240,1008.560000,22.360000,1008.330000,23.070000
30270,1008.560000,22.310000,1008.340000,23.140000
30300,1008.560000,22.290000,1008.330000,23.130000
30330,1008.540000,22.230000,1008.320000,23.010000
30360,1008.540000,22.130000,1008.310000,22.920000
30390,1008.520000,22.040000,1008.290000,22.850000
30420,1008.510000,21.980000,1008.280000,22.860000
30450,1008.490000,21.910000,1008.260000,22.790000
30480,1008.480000,21.820000,1008.250000,22.750000
30510,1008.470000,21.760000,1008.240000,22.690000
30540,1008.460000,21.670000,1008.250000,22.580000
30570,1008.470000,21.590000,1008.240000,22.430000
30600,1008.460000,21.500000,1008.220000,22.350000
30630,1008.450000,21.460000,1008.230000,22.330000
30660,1008.450000,21.400000,1008.210000,22.230000
30690,1008.430000,21.320000,1008.190000,22.130000
30720,1008.390000,21.250000,1008.160000,22.170000
30750,1008.390000,21.200000,1008.160000,22.110000
30780,1008.380000,21.150000,1008.160000,22.010000
30810,1008.380000,21.050000,1008.170000,21.920000
30840,1008.380000,21.010000,1008.140000,21.830000
30870,1008.360000,20.920000,1008.130000,21.780000
30900,1008.330000,20.870000,1008.110000,21.720000
30930,1008.330000,20.850000,1008.090000,21.690000
30960,1008.300000,20.800000,1008.080000,21.670000
30990,1008.300000,20.800000,1008.060000,21.600000
31020,1008.270000,20.790000,1008.060000,21.570000
31050,1008.280000,20.800000,1008.060000,21.540000
31080,1008.270000,20.790000,1008.060000,21.540000
31110,1008.260000,20.820000,1008.020000,21.520000
31140,1008.250000,20.800000,1008.020000,21.500000
31170,1008.240000,20.780000,1008.020000,21.500000
31200,1008.240000,20.770000,1008.030000,21.550000
31230,1008.250000,20.790000,1008.010000,21.490000
31260,1008.220000,20.770000,1007.990000,21.500000
31290,1008.220000,20.770000,1007.990000,21.470000
31320,1008.210000,20.720000,1007.990000,21.450000
31350,1008.200000,20.700000,1007.970000,21.440000
31380,1008.190000,20.680000,1007.980000,21.380000
31410,1008.210000,20.630000,1007.980000,21.370000
31440,1008.190000,20.650000,1007.960000,21.310000
31470,1008.180000,20.630000,1007.930000,21.330000
31500,1008.140000,20.620000,1007.920000,21.350000
31530,1008.140000,20.630000,1007.910000,21.330000
31560,1008.120000,20.600000,1007.910000,21.300000
31590,1008.120000,20.580000,1007.890000,21.320000
31620,1008.110000,20.600000,1007.880000,21.340000
31650,1008.100000,20.580000,1007.890000,21.300000
31680,1008.120000,20.580000,1007.890000,21.320000
31710,1008.100000,20.600000,1007.870000,21.290000
31740,1008.090000,20.580000,1007.870000,21.300000
31770,1008.090000,20.580000,1007.870000,21.270000
31800,1008.090000,20.530000,1007.870000,21.200000
31830,1008.090000,20.510000,1007.870000,21.220000
31860,1008.070000,20.480000,1007.840000,21.190000
31890,1008.070000,20.480000,1007.830000,21.200000
31920,1008.050000,20.480000,1007.820000,21.190000
31950,1008.050000,20.500000,1007.820000,21.180000
31980,1008.040000,20.470000,1007.800000,21.180000
32010,1008.020000,20.420000,1007.790000,21.190000
32040,1008.000000,20.440000,1007.760000,21.170000
32070,1007.980000,20.430000,1007.760000,21.180000
32100,1007.980000,20.390000,1007.750000,21.180000
32130,1007.970000,20.360000,1007.740000,21.130000
32160,1007.960000,20.350000,1007.750000,21.130000
32190,1007.960000,20.360000,1007.730000,21.180000
32220,1007.950000,20.390000,1007.720000,21.170000
32250,1007.950000,20.380000,1007.710000,21.170000
32280,1007.920000,20.380000,1007.680000,21.130000
32310,1007.900000,20.390000,1007.680000,21.130000
32340,1007.900000,20.380000,1007.690000,21.110000
32370,1007.910000,20.420000,1007.680000,21.190000
32400,1007.910000,20.480000,1007.680000,21.220000
32430,1007.910000,20.520000,1007.680000,21.250000
32460,1007.890000,20.560000,1007.640000,21.290000
32490,1007.860000,20.600000,1007.620000,21.310000
32520,1007.850000,20.610000,1007.620000,21.370000
32550,1007.850000,20.670000,1007.620000,21.400000
32580,1007.850000,20.710000,1007.610000,21.420000
32610,1007.840000,20.720000,1007.600000,21.510000
32640,1007.810000,20.780000,1007.600000,21.540000
32670,1007.800000,20.830000,1007.570000,21.580000
32700,1007.790000,20.880000,1007.550000,21.570000
32730,1007.770000,20.930000,1007.540000,21.630000
32760,1007.760000,20.980000,1007.520000,21.710000
32790,1007.740000,21.020000,1007.510000,21.770000
32820,1007.740000,21.060000,1007.510000,21.800000
32850,1007.730000,21.100000,1007.490000,21.820000
32880,1007.710000,21.140000,1007.490000,21.900000
32910,1007.720000,21.190000,1007.480000,21.920000
32940,1007.690000,21.210000,1007.460000,21.910000
32970,1007.700000,21.240000,1007.490000,21.940000
33000,1007.720000,21.260000,1007.480000,21.950000
33030,1007.710000,21.250000,1007.480000,21.990000
33060,1007.700000,21.280000,1007.470000,22.090000
33090,1007.680000,21.320000,1007.470000,22.110000
33120,1007.710000,21.310000,1007.480000,22.110000
33150,1007.700000,21.290000,1007.470000,22.110000
33180,1007.700000,21.260000,1007.450000,22.080000
33210,1007.670000,21.190000,1007.430000,22.060000
33240,1007.670000,21.130000,1007.430000,22.030000
33270,1007.650000,21.090000,1007.420000,21.970000
33300,1007.650000,21.050000,1007.420000,21.940000
33330,1007.660000,21.020000,1007.430000,21.940000
33360,1007.650000,21.020000,1007.440000,21.950000
33390,1007.660000,21.010000,1007.440000,21.950000
33420,1007.660000,20.940000,1007.410000,21.880000
33450,1007.640000,20.860000,1007.420000,21.850000
