Point,Pressure(hPa),Temp(C),Pressure(hPa),Temp(C)
6060,1008.720000,22.440000,1008.490000,23.280000
6090,1008.710000,22.430000,1008.490000,23.270000
6120,1008.720000,22.480000,1008.500000,23.320000
6150,1008.720000,22.470000,1008.500000,23.290000
6180,1008.720000,22.440000,1008.500000,23.240000
6210,1008.730000,22.430000,1008.500000,23.310000
6240,1008.720000,22.420000,1008.490000,23.300000
6270,1008.720000,22.450000,1008.500000,23.360000
6300,1008.730000,22.440000,1008.510000,23.360000
6330,1008.740000,22.420000,1008.520000,23.340000
6360,1008.750000,22.400000,1008.530000,23.290000
6390,1008.750000,22.370000,1008.530000,23.230000
6420,1008.760000,22.430000,1008.550000,23.240000
6450,1008.780000,22.450000,1008.560000,23.270000
6480,1008.810000,22.480000,1008.590000,23.280000
6510,1008.820000,22.470000,1008.600000,23.290000
6540,1008.840000,22.450000,1008.620000,23.240000
6570,1008.850000,22.450000,1008.630000,23.210000
6600,1008.870000,22.430000,1008.640000,23.170000
6630,1008.880000,22.390000,1008.660000,23.130000
6660,1008.890000,22.370000,1008.670000,23.180000
6690,1008.910000,22.370000,1008.690000,23.180000
6720,1008.920000,22.370000,1008.700000,23.130000
6750,1008.940000,22.410000,1008.700000,23.130000
6780,1008.920000,22.390000,1008.700000,23.110000
6810,1008.930000,22.420000,1008.700000,23.160000
6840,1008.920000,22.410000,1008.700000,23.140000
6870,1008.920000,22.350000,1008.690000,23.070000
6900,1008.930000,22.300000,1008.710000,23.040000
6930,1008.950000,22.270000,1008.720000,23.050000
6960,1008.950000,22.270000,1008.730000,23.130000
6990,1008.960000,22.250000,1008.740000,23.120000
7020,1008.970000,22.240000,1008.750000,23.100000
7050,1008.990000,22.250000,1008.770000,23.080000
7080,1008.990000,22.260000,1008.770000,23.060000
7110,1008.990000,22.260000,1008.760000,23.090000
7140,1008.970000,22.250000,1008.740000,23.080000
7170,1008.970000,22.230000,1008.740000,23.080000
7200,1008.970000,22.230000,1008.750000,23.060000
7230,1008.970000,22.210000,1008.750000,23.040000
7260,1008.970000,22.220000,1008.740000,23.080000
7290,1008.960000,22.210000,1008.740000,23.020000
7320,1008.960000,22.210000,1008.740000,23.010000
7350,1008.970000,22.240000,1008.750000,23.040000
7380,1008.960000,22.210000,1008.740000,22.990000
7410,1008.990000,22.200000,1008.770000,22.990000
7440,1009.000000,22.180000,1008.770000,22.970000
7470,1008.980000,22.210000,1008.760000,23.030000
7500,1009.000000,22.270000,1008.770000,23.040000
7530,1009.000000,22.260000,1008.780000,23.040000
7560,1009.000000,22.270000,1008.780000,23.110000
7590,1009.010000,22.260000,1008.790000,23.160000
7620,1009.020000,22.280000,1008.800000,23.160000
7650,1009.020000,22.260000,1008.800000,23.110000
7680,1009.050000,22.210000,1008.820000,23.060000
7710,1009.060000,22.190000,1008.840000,23.060000
7740,1009.060000,22.170000,1008.840000,23.010000
7770,1009.090000,22.180000,1008.870000,22.990000
7800,1009.100000,22.140000,1008.880000,22.990000
7830,1009.090000,22.150000,1008.870000,23.070000
7860,1009.100000,22.130000,1008.880000,23.020000
7890,1009.110000,22.090000,1008.890000,22.980000
7920,1009.110000,22.120000,1008.890000,22.950000
7950,1009.120000,22.130000,1008.900000,22.960000
7980,1009.110000,22.110000,1008.890000,22.960000
8010,1009.110000,22.130000,1008.890000,22.980000
8040,1009.110000,22.110000,1008.890000,22.970000
8070,1009.120000,22.080000,1008.900000,22.920000
8100,1009.130000,22.060000,1008.910000,22.890000
8130,1009.120000,22.020000,1008.890000,22.870000
8160,1009.110000,22.020000,1008.890000,22.860000
8190,1009.130000,22.010000,1008.910000,22.830000
8220,1009.130000,22.030000,1008.910000,22.860000
8250,1009.130000,22.100000,1008.900000,22.890000
8280,1009.130000,22.120000,1008.910000,22.890000
8310,1009.140000,22.090000,1008.910000,22.890000
8340,1009.140000,22.110000,1008.920000,22.880000
8370,1009.140000,22.070000,1008.920000,22.840000
8400,1009.150000,22.060000,1008.930000,22.850000
8430,1009.170000,22.090000,1008.940000,22.860000
8460,1009.150000,22.040000,1008.930000,22.770000
8490,1009.150000,22.020000,1008.920000,22.790000
8520,1009.160000,22.010000,1008.940000,22.790000
8550,1009.160000,22.010000,1008.930000,22.800000
8580,1009.160000,22.000000,1008.940000,22.810000
8610,1009.170000,21.990000,1008.950000,22.800000
8640,1009.180000,22.010000,1008.960000,22.800000
8670,1009.190000,21.990000,1008.970000,22.780000
8700,1009.200000,21.980000,1008.980000,22.810000
8730,1009.190000,21.980000,1008.970000,22.780000
8760,1009.180000,21.970000,1008.950000,22.800000
8790,1009.180000,21.950000,1008.960000,22.760000
8820,1009.180000,21.910000,1008.960000,22.710000
8850,1009.180000,21.890000,1008.950000,22.680000
8880,1009.170000,21.890000,1008.950000,22.720000
8910,1009.160000,21.870000,1008.940000,22.690000
8940,1009.150000,21.840000,1008.930000,22.690000
8970,1009.160000,21.850000,1008.940000,22.680000
9000,1009.160000,21.820000,1008.930000,22.670000
9030,1009.170000,21.860000,1008.940000,22.670000
9060,1009.170000,21.870000,1008.950000,22.660000
9090,1009.180000,21.860000,1008.970000,22.630000
9120,1009.190000,21.870000,1008.970000,22.660000
9150,1009.200000,21.870000,1008.980000,22.660000
9180,1009.210000,21.880000,1008.990000,22.680000
9210,1009.220000,21.910000,1008.990000,22.700000
9240,1009.220000,21.900000,1009.010000,22.690000
9270,1009.240000,21.920000,1009.020000,22.700000
9300,1009.240000,21.890000,1009.030000,22.700000
9330,1009.260000,21.850000,1009.030000,22.660000
9360,1009.250000,21.820000,1009.030000,22.660000
9390,1009.260000,21.820000,1009.040000,22.630000
9420,1009.260000,21.810000,1009.040000,22.590000
9450,1009.260000,21.800000,1009.040000,22.620000
9480,1009.270000,21.790000,1009.050000,22.620000
9510,1009.270000,21.790000,1009.050000,22.620000
9540,1009.270000,21.790000,1009.050000,22.590000
9570,1009.270000,21.820000,1009.050000,22.610000
9600,1009.270000,21.810000,1009.050000,22.580000
9630,1009.280000,21.830000,1009.060000,22.670000
9660,1009.280000,21.820000,1009.060000,22.640000
9690,1009.280000,21.790000,1009.050000,22.600000
9720,1009.280000,21.770000,1009.050000,22.550000
9750,1009.270000,21.740000,1009.060000,22.530000
9780,1009.270000,21.720000,1009.050000,22.500000
9810,1009.260000,21.690000,1009.040000,22.460000
9840,1009.260000,21.630000,1009.040000,22.470000
9870,1009.270000,21.640000,1009.040000,22.490000
9900,1009.260000,21.720000,1009.040000,22.570000
9930,1009.270000,21.730000,1009.050000,22.570000
9960,1009.270000,21.740000,1009.050000,22.610000
9990,1009.280000,21.710000,1009.070000,22.570000
10020,1009.290000,21.730000,1009.070000,22.550000
10050,1009.280000,21.710000,1009.070000,22.540000
10080,1009.300000,21.730000,1009.080000,22.490000
10110,1009.320000,21.730000,1009.090000,22.470000
10140,1009.330000,21.720000,1009.110000,22.490000
10170,1009.340000,21.690000,1009.120000,22.480000
10200,1009.350000,21.690000,1009.130000,22.480000
10230,1009.350000,21.690000,1009.130000,22.490000
10260,1009.350000,21.680000,1009.130000,22.460000
10290,1009.350000,21.650000,1009.130000,22.450000
10320,1009.350000,21.640000,1009.120000,22.430000
10350,1009.340000,21.650000,1009.120000,22.470000
10380,1009.320000,21.670000,1009.100000,22.430000
10410,1009.310000,21.670000,1009.090000,22.440000
10440,1009.300000,21.710000,1009.080000,22.470000
10470,1009.300000,21.690000,1009.080000,22.440000
10500,1009.300000,21.660000,1009.080000,22.410000
10530,1009.290000,21.640000,1009.070000,22.410000
10560,1009.280000,21.610000,1009.060000,22.380000
10590,1009.280000,21.600000,1009.060000,22.390000
10620,1009.290000,21.600000,1009.060000,22.390000
10650,1009.280000,21.590000,1009.060000,22.380000
10680,1009.270000,21.560000,1009.050000,22.370000
10710,1009.260000,21.550000,1009.050000,22.370000
10740,1009.270000,21.560000,1009.050000,22.370000
10770,1009.260000,21.550000,1009.050000,22.370000
10800,1009.270000,21.530000,1009.050000,22.370000
10830,1009.270000,21.530000,1009.040000,22.380000
10860,1009.270000,21.530000,1009.050000,22.370000
10890,1009.270000,21.520000,1009.050000,22.390000
10920,1009.280000,21.520000,1009.070000,22.400000
10950,1009.290000,21.500000,1009.070000,22.400000
10980,1009.290000,21.540000,1009.070000,22.400000
11010,1009.280000,21.500000,1009.060000,22.340000
11040,1009.260000,21.430000,1009.040000,22.300000
11070,1009.260000,21.340000,1009.040000,22.180000
11100,1009.250000,21.190000,1009.040000,22.050000
11130,1009.260000,21.070000,1009.030000,21.900000
11160,1009.250000,20.970000,1009.030000,21.820000
11190,1009.260000,20.880000,1009.040000,21.760000
11220,1009.270000,20.870000,1009.050000,21.680000
11250,1009.280000,20.840000,1009.060000,21.630000
11280,1009.280000,20.840000,1009.070000,21.640000
11310,1009.300000,20.850000,1009.080000,21.660000
11340,1009.300000,20.860000,1009.080000,21.680000
11370,1009.290000,20.860000,1009.070000,21.690000
11400,1009.290000,20.890000,1009.070000,21.710000
11430,1009.290000,20.890000,1009.070000,21.740000
11460,1009.290000,20.910000,1009.070000,21.760000
11490,1009.290000,20.930000,1009.070000,21.790000
11520,1009.300000,20.940000,1009.080000,21.770000
11550,1009.300000,20.970000,1009.080000,21.790000
11580,1009.310000,20.980000,1009.080000,21.810000
11610,1009.310000,20.990000,1009.100000,21.840000
11640,1009.330000,21.010000,1009.100000,21.860000
11670,1009.330000,21.030000,1009.110000,21.870000
11700,1009.330000,21.060000,1009.110000,21.870000
11730,1009.340000,21.130000,1009.110000,21.960000
11760,1009.330000,21.110000,1009.110000,21.930000
11790,1009.330000,21.110000,1009.120000,21.910000
11820,1009.340000,21.130000,1009.120000,21.930000
11850,1009.340000,21.140000,1009.120000,21.940000
11880,1009.340000,21.150000,1009.120000,21.930000
11910,1009.350000,21.170000,1009.130000,21.950000
11940,1009.350000,21.190000,1009.130000,21.960000
11970,1009.350000,21.210000,1009.130000,21.980000
12000,1009.360000,21.220000,1009.130000,21.960000
12030,1009.350000,21.220000,1009.130000,21.940000
12060,1009.340000,21.180000,1009.130000,21.940000
12090,1009.350000,21.170000,1009.130000,21.920000
12120,1009.350000,21.170000,1009.130000,21.910000
12150,1009.350000,21.160000,1009.130000,21.880000
12180,1009.350000,21.150000,1009.130000,21.890000
12210,1009.360000,21.160000,1009.150000,21.940000
12240,1009.370000,21.140000,1009.150000,21.920000
12270,1009.370000,21.120000,1009.150000,21.890000
12300,1009.380000,21.140000,1009.160000,21.900000
12330,1009.390000,21.160000,1009.170000,21.960000
12360,1009.390000,21.200000,1009.180000,21.980000
12390,1009.400000,21.220000,1009.180000,21.980000
12420,1009.410000,21.200000,1009.190000,21.960000
12450,1009.430000,21.200000,1009.220000,22.030000
12480,1009.440000,21.190000,1009.220000,22.020000
12510,1009.450000,21.210000,1009.230000,22.060000
12540,1009.460000,21.190000,1009.250000,22.070000
12570,1009.470000,21.190000,1009.250000,22.050000
12600,1009.480000,21.170000,1009.270000,22.020000
12630,1009.500000,21.130000,1009.280000,22.000000
12660,1009.500000,21.130000,1009.290000,22.030000
12690,1009.520000,21.130000,1009.310000,22.040000
12720,1009.520000,21.120000,1009.300000,22.030000
12750,1009.520000,21.110000,1009.310000,22.050000
12780,1009.530000,21.100000,1009.310000,22.010000
12810,1009.530000,21.140000,1009.310000,22.020000
12840,1009.530000,21.150000,1009.310000,22.060000
12870,1009.530000,21.200000,1009.300000,22.120000
12900,1009.530000,21.210000,1009.300000,22.070000
12930,1009.520000,21.210000,1009.300000,22.070000
12960,1009.510000,21.180000,1009.290000,22.000000
12990,1009.510000,21.160000,1009.290000,21.960000
13020,1009.500000,21.140000,1009.280000,21.930000
13050,1009.500000,21.150000,1009.280000,21.910000
13080,1009.500000,21.150000,1009.280000,21.940000
13110,1009.490000,21.160000,1009.270000,21.970000
13140,1009.500000,21.160000,1009.280000,21.990000
13170,1009.500000,21.150000,1009.280000,21.970000
13200,1009.500000,21.110000,1009.280000,21.950000
13230,1009.500000,21.120000,1009.280000,21.980000
13260,1009.510000,21.170000,1009.280000,21.960000
13290,1009.510000,21.160000,1009.290000,21.940000
13320,1009.510000,21.180000,1009.290000,21.980000
13350,1009.520000,21.180000,1009.300000,22.010000
13380,1009.520000,21.160000,1009.300000,21.990000
13410,1009.520000,21.140000,1009.300000,22.000000
13440,1009.520000,21.100000,1009.300000,21.950000
13470,1009.520000,21.110000,1009.300000,21.960000
13500,1009.520000,21.080000,1009.300000,21.970000
13530,1009.510000,21.110000,1009.280000,21.910000
13560,1009.500000,21.080000,1009.280000,21.910000
13590,1009.500000,21.110000,1009.280000,21.930000
13620,1009.490000,21.080000,1009.270000,21.950000
13650,1009.480000,21.050000,1009.260000,21.920000
13680,1009.480000,21.030000,1009.260000,21.930000
13710,1009.470000,21.070000,1009.250000,21.930000
13740,1009.470000,21.120000,1009.250000,21.920000
13770,1009.470000,21.110000,1009.260000,21.910000
13800,1009.470000,21.090000,1009.260000,21.900000
13830,1009.480000,21.080000,1009.260000,21.890000
13860,1009.470000,21.070000,1009.260000,21.920000
13890,1009.480000,21.080000,1009.260000,21.900000
13920,1009.480000,21.070000,1009.260000,21.870000
13950,1009.480000,21.070000,1009.260000,21.880000
13980,1009.480000,21.060000,1009.260000,21.860000
14010,1009.480000,21.070000,1009.270000,21.850000
14040,1009.490000,21.090000,1009.260000,21.810000
14070,1009.480000,21.090000,1009.250000,21.820000
14100,1009.480000,21.030000,1009.260000,21.820000
14130,1009.480000,21.020000,1009.260000,21.820000
14160,1009.480000,21.030000,1009.260000,21.820000
14190,1009.480000,20.990000,1009.260000,21.780000
14220,1009.480000,20.980000,1009.260000,21.750000
14250,1009.500000,20.980000,1009.270000,21.770000
14280,1009.500000,20.980000,1009.280000,21.790000
14310,1009.500000,21.020000,1009.280000,21.800000
14340,1009.520000,21.040000,1009.300000,21.840000
14370,1009.520000,21.010000,1009.300000,21.800000
14400,1009.520000,21.030000,1009.290000,21.830000
14430,1009.510000,21.010000,1009.290000,21.840000
14460,1009.520000,21.000000,1009.310000,21.860000
14490,1009.530000,20.990000,1009.320000,21.840000
14520,1009.540000,20.980000,1009.320000,21.830000
14550,1009.540000,20.980000,1009.320000,21.830000
14580,1009.550000,20.960000,1009.340000,21.850000
14610,1009.570000,20.980000,1009.360000,21.850000
14640,1009.580000,21.000000,1009.370000,21.840000
14670,1009.600000,20.990000,1009.390000,21.830000
14700,1009.610000,20.970000,1009.400000,21.830000
14730,1009.620000,20.970000,1009.410000,21.830000
14760,1009.630000,20.970000,1009.410000,21.780000
14790,1009.640000,20.970000,1009.420000,21.770000
14820,1009.640000,20.960000,1009.420000,21.780000
14850,1009.650000,20.990000,1009.440000,21.770000
14880,1009.660000,20.970000,1009.440000,21.730000
14910,1009.660000,20.990000,1009.440000,21.720000
14940,1009.650000,20.960000,1009.430000,21.700000
14970,1009.660000,20.930000,1009.450000,21.710000
15000,1009.680000,20.940000,1009.470000,21.720000
15030,1009.690000,20.930000,1009.470000,21.710000
15060,1009.680000,20.900000,1009.460000,21.740000
15090,1009.670000,20.890000,1009.450000,21.720000
15120,1009.680000,20.880000,1009.470000,21.710000
15150,1009.700000,20.880000,1009.480000,21.730000
15180,1009.700000,20.880000,1009.470000,21.740000
15210,1009.690000,20.890000,1009.470000,21.720000
15240,1009.670000,20.890000,1009.430000,21.680000
15270,1009.630000,20.880000,1009.410000,21.690000
15300,1009.650000,20.860000,1009.430000,21.710000
15330,1009.650000,20.880000,1009.430000,21.710000
15360,1009.650000,20.890000,1009.440000,21.750000
15390,1009.660000,20.930000,1009.440000,21.780000
15420,1009.660000,20.930000,1009.450000,21.800000
15450,1009.670000,20.910000,1009.450000,21.740000
15480,1009.670000,20.920000,1009.450000,21.680000
15510,1009.660000,20.900000,1009.430000,21.700000
15540,1009.660000,20.880000,1009.440000,21.710000
15570,1009.660000,20.860000,1009.450000,21.680000
15600,1009.670000,20.880000,1009.450000,21.680000
15630,1009.670000,20.880000,1009.450000,21.690000
15660,1009.670000,20.890000,1009.450000,21.690000
15690,1009.670000,20.930000,1009.450000,21.700000
15720,1009.670000,20.920000,1009.450000,21.690000
15750,1009.660000,20.890000,1009.440000,21.690000
15780,1009.670000,20.910000,1009.450000,21.650000
15810,1009.660000,20.920000,1009.440000,21.630000
15840,1009.660000,20.890000,1009.450000,21.630000
15870,1009.670000,20.860000,1009.450000,21.610000
15900,1009.670000,20.830000,1009.450000,21.630000
15930,1009.660000,20.800000,1009.440000,21.620000
15960,1009.650000,20.810000,1009.430000,21.620000
15990,1009.650000,20.810000,1009.430000,21.600000
16020,1009.640000,20.820000,1009.410000,21.600000
16050,1009.630000,20.820000,1009.410000,21.640000
16080,1009.640000,20.820000,1009.420000,21.590000
16110,1009.650000,20.800000,1009.430000,21.640000
16140,1009.650000,20.800000,1009.440000,21.610000
16170,1009.660000,20.820000,1009.440000,21.640000
16200,1009.660000,20.820000,1009.440000,21.630000
16230,1009.660000,20.850000,1009.440000,21.700000
16260,1009.650000,20.850000,1009.430000,21.700000
16290,1009.660000,20.800000,1009.440000,21.710000
16320,1009.660000,20.770000,1009.440000,21.640000
16350,1009.660000,20.750000,1009.440000,21.620000
16380,1009.670000,20.750000,1009.450000,21.560000
16410,1009.670000,20.730000,1009.450000,21.550000
16440,1009.670000,20.730000,1009.450000,21.550000
16470,1009.660000,20.760000,1009.440000,21.540000
16500,1009.660000,20.740000,1009.440000,21.590000
16530,1009.650000,20.790000,1009.430000,21.590000
16560,1009.650000,20.760000,1009.440000,21.630000
16590,1009.660000,20.760000,1009.440000,21.600000
16620,1009.660000,20.760000,1009.440000,21.540000
16650,1009.660000,20.750000,1009.440000,21.520000
16680,1009.670000,20.730000,1009.450000,21.500000
16710,1009.670000,20.720000,1009.460000,21.500000
