Point,Pressure(hPa),Temp(C),Pressure(hPa),Temp(C)
18030,1000.180000,20.570000,999.950000,24.440000
18060,1000.200000,20.570000,999.960000,24.470000
18090,1000.200000,20.560000,999.970000,24.520000
18120,1000.200000,20.570000,999.970000,24.560000
18150,1000.210000,20.580000,999.970000,24.570000
18180,1000.220000,20.580000,999.980000,24.600000
18210,1000.220000,20.590000,999.980000,24.600000
18240,1000.230000,20.600000,999.990000,24.640000
18270,1000.230000,20.590000,999.990000,24.620000
18300,1000.230000,20.580000,1000.000000,24.600000
18330,1000.240000,20.600000,1000.010000,24.630000
18360,1000.250000,20.610000,1000.010000,24.630000
18390,1000.250000,20.590000,1000.020000,24.630000
18420,1000.260000,20.580000,1000.020000,24.630000
18450,1000.260000,20.570000,1000.030000,24.610000
18480,1000.280000,20.590000,1000.050000,24.620000
18510,1000.280000,20.580000,1000.040000,24.610000
18540,1000.280000,20.580000,1000.050000,24.620000
18570,1000.290000,20.610000,1000.040000,24.600000
18600,1000.290000,20.610000,1000.050000,24.590000
18630,1000.290000,20.630000,1000.050000,24.590000
18660,1000.290000,20.630000,1000.060000,24.600000
18690,1000.300000,20.620000,1000.070000,24.570000
18720,1000.310000,20.600000,1000.070000,24.550000
18750,1000.300000,20.600000,1000.060000,24.540000
18780,1000.290000,20.610000,1000.050000,24.530000
18810,1000.290000,20.610000,1000.050000,24.510000
18840,1000.300000,20.620000,1000.060000,24.510000
18870,1000.290000,20.620000,1000.060000,24.480000
18900,1000.300000,20.590000,1000.060000,24.460000
18930,1000.310000,20.580000,1000.070000,24.430000
18960,1000.310000,20.560000,1000.080000,24.420000
18990,1000.320000,20.550000,1000.090000,24.400000
19020,1000.330000,20.570000,1000.090000,24.380000
19050,1000.340000,20.570000,1000.100000,24.380000
19080,1000.350000,20.580000,1000.120000,24.380000
19110,1000.360000,20.580000,1000.130000,24.370000
19140,1000.380000,20.590000,1000.150000,24.360000
19170,1000.390000,20.600000,1000.160000,24.330000
19200,1000.430000,20.590000,1000.180000,24.330000
19230,1000.430000,20.610000,1000.200000,24.330000
19260,1000.440000,20.600000,1000.200000,24.320000
19290,1000.450000,20.600000,1000.210000,24.300000
19320,1000.460000,20.610000,1000.220000,24.290000
19350,1000.460000,20.610000,1000.210000,24.260000
19380,1000.460000,20.600000,1000.220000,24.240000
19410,1000.450000,20.590000,1000.210000,24.240000
19440,1000.460000,20.590000,1000.230000,24.210000
19470,1000.450000,20.590000,1000.210000,24.200000
19500,1000.460000,20.580000,1000.220000,24.190000
19530,1000.440000,20.580000,1000.200000,24.170000
19560,1000.470000,20.580000,1000.230000,24.170000
19590,1000.470000,20.580000,1000.230000,24.140000
19620,1000.460000,20.580000,1000.230000,24.150000
19650,1000.490000,20.580000,1000.250000,24.120000
19680,1000.500000,20.580000,1000.250000,24.110000
19710,1000.500000,20.590000,1000.270000,24.110000
19740,1000.520000,20.620000,1000.280000,24.090000
19770,1000.530000,20.620000,1000.290000,24.100000
19800,1000.540000,20.620000,1000.300000,24.080000
19830,1000.550000,20.620000,1000.310000,24.080000
19860,1000.560000,20.630000,1000.330000,24.100000
19890,1000.560000,20.620000,1000.320000,24.070000
19920,1000.560000,20.620000,1000.330000,24.070000
19950,1000.570000,20.600000,1000.330000,24.030000
19980,1000.580000,20.600000,1000.330000,24.030000
20010,1000.570000,20.600000,1000.340000,24.030000
20040,1000.580000,20.590000,1000.340000,24.010000
20070,1000.580000,20.590000,1000.340000,24.000000
20100,1000.580000,20.580000,1000.340000,23.990000
20130,1000.590000,20.590000,1000.340000,23.980000
20160,1000.590000,20.610000,1000.350000,23.980000
20190,1000.600000,20.600000,1000.360000,23.960000
20220,1000.610000,20.600000,1000.370000,23.940000
20250,1000.610000,20.610000,1000.370000,23.920000
20280,1000.620000,20.610000,1000.380000,23.930000
20310,1000.630000,20.610000,1000.380000,23.910000
20340,1000.630000,20.620000,1000.400000,23.900000
20370,1000.640000,20.610000,1000.400000,23.910000
20400,1000.640000,20.610000,1000.400000,23.880000
20430,1000.650000,20.630000,1000.410000,23.900000
20460,1000.660000,20.640000,1000.420000,23.890000
20490,1000.660000,20.640000,1000.420000,23.880000
20520,1000.670000,20.620000,1000.420000,23.860000
20550,1000.670000,20.610000,1000.430000,23.880000
20580,1000.670000,20.620000,1000.430000,23.870000
20610,1000.680000,20.640000,1000.440000,23.870000
20640,1000.690000,20.640000,1000.440000,23.870000
20670,1000.690000,20.620000,1000.450000,23.890000
20700,1000.690000,20.640000,1000.450000,23.870000
20730,1000.700000,20.630000,1000.460000,23.880000
20760,1000.700000,20.640000,1000.460000,23.860000
20790,1000.700000,20.640000,1000.460000,23.860000
20820,1000.710000,20.650000,1000.470000,23.860000
20850,1000.710000,20.650000,1000.470000,23.860000
20880,1000.720000,20.640000,1000.480000,23.860000
20910,1000.740000,20.640000,1000.500000,23.880000
20940,1000.750000,20.650000,1000.510000,23.860000
20970,1000.750000,20.640000,1000.520000,23.860000
21000,1000.780000,20.670000,1000.540000,23.860000
21030,1000.790000,20.650000,1000.550000,23.860000
21060,1000.790000,20.650000,1000.560000,23.840000
21090,1000.800000,20.650000,1000.560000,23.830000
21120,1000.810000,20.650000,1000.570000,23.840000
21150,1000.810000,20.650000,1000.580000,23.840000
21180,1000.820000,20.630000,1000.590000,23.840000
21210,1000.820000,20.630000,1000.580000,23.830000
21240,1000.830000,20.620000,1000.590000,23.820000
21270,1000.840000,20.630000,1000.600000,23.850000
21300,1000.830000,20.620000,1000.600000,23.840000
21330,1000.840000,20.620000,1000.610000,23.840000
21360,1000.840000,20.640000,1000.600000,23.800000
21390,1000.840000,20.630000,1000.600000,23.820000
21420,1000.850000,20.640000,1000.610000,23.810000
21450,1000.850000,20.640000,1000.610000,23.830000
21480,1000.860000,20.620000,1000.620000,23.820000
21510,1000.860000,20.630000,1000.630000,23.850000
21540,1000.880000,20.630000,1000.640000,23.830000
21570,1000.890000,20.630000,1000.650000,23.830000
21600,1000.900000,20.630000,1000.660000,23.830000
21630,1000.910000,20.630000,1000.680000,23.830000
21660,1000.920000,20.640000,1000.690000,23.860000
21690,1000.940000,20.650000,1000.700000,23.840000
21720,1000.940000,20.660000,1000.700000,23.840000
21750,1000.940000,20.650000,1000.710000,23.820000
21780,1000.960000,20.660000,1000.730000,23.820000
21810,1000.970000,20.660000,1000.730000,23.830000
21840,1000.980000,20.660000,1000.740000,23.820000
21870,1000.980000,20.650000,1000.730000,23.820000
21900,1000.980000,20.650000,1000.740000,23.830000
21930,1000.970000,20.650000,1000.730000,23.810000
21960,1000.970000,20.650000,1000.730000,23.800000
21990,1000.970000,20.660000,1000.720000,23.820000
22020,1000.960000,20.660000,1000.720000,23.800000
22050,1000.960000,20.660000,1000.720000,23.800000
22080,1000.960000,20.660000,1000.720000,23.780000
22110,1000.970000,20.640000,1000.720000,23.780000
22140,1000.970000,20.620000,1000.720000,23.780000
22170,1000.970000,20.640000,1000.730000,23.800000
22200,1000.960000,20.650000,1000.710000,23.800000
22230,1000.960000,20.640000,1000.720000,23.790000
22260,1000.960000,20.670000,1000.700000,23.810000
22290,1000.940000,20.670000,1000.700000,23.820000
22320,1000.940000,20.680000,1000.690000,23.810000
22350,1000.940000,20.700000,1000.690000,23.790000
22380,1000.930000,20.710000,1000.690000,23.810000
22410,1000.940000,20.690000,1000.690000,23.810000
22440,1000.910000,20.680000,1000.670000,23.810000
22470,1000.910000,20.690000,1000.670000,23.820000
22500,1000.910000,20.670000,1000.680000,23.800000
22530,1000.910000,20.650000,1000.660000,23.780000
22560,1000.900000,20.640000,1000.670000,23.790000
22590,1000.910000,20.630000,1000.680000,23.790000
22620,1000.910000,20.630000,1000.680000,23.810000
22650,1000.930000,20.650000,1000.730000,23.780000
22680,1000.930000,20.660000,1000.690000,23.790000
22710,1000.940000,20.650000,1000.700000,23.780000
22740,1000.940000,20.670000,1000.700000,23.790000
22770,1000.940000,20.660000,1000.710000,23.810000
22800,1000.950000,20.670000,1000.710000,23.800000
22830,1000.960000,20.680000,1000.720000,23.790000
22860,1000.970000,20.690000,1000.720000,23.800000
22890,1000.960000,20.680000,1000.730000,23.810000
22920,1000.970000,20.690000,1000.730000,23.820000
22950,1000.970000,20.690000,1000.730000,23.810000
22980,1000.970000,20.700000,1000.730000,23.790000
23010,1000.970000,20.690000,1000.720000,23.800000
23040,1000.970000,20.680000,1000.720000,23.790000
23070,1000.970000,20.680000,1000.730000,23.780000
23100,1000.960000,20.680000,1000.720000,23.790000
23130,1000.970000,20.700000,1000.720000,23.800000
23160,1000.960000,20.720000,1000.720000,23.790000
23190,1000.960000,20.720000,1000.710000,23.790000
23220,1000.960000,20.710000,1000.710000,23.780000
23250,1000.960000,20.690000,1000.710000,23.780000
23280,1000.960000,20.700000,1000.710000,23.780000
23310,1000.950000,20.700000,1000.700000,23.780000
23340,1000.940000,20.700000,1000.700000,23.790000
23370,1000.950000,20.710000,1000.710000,23.780000
23400,1000.950000,20.710000,1000.710000,23.790000
23430,1000.950000,20.700000,1000.720000,23.780000
23460,1000.960000,20.680000,1000.720000,23.790000
23490,1000.960000,20.690000,1000.720000,23.780000
23520,1000.970000,20.700000,1000.730000,23.780000
23550,1000.980000,20.700000,1000.740000,23.790000
23580,1000.980000,20.700000,1000.750000,23.790000
23610,1000.980000,20.690000,1000.750000,23.790000
23640,1000.990000,20.700000,1000.760000,23.800000
23670,1001.000000,20.700000,1000.760000,23.800000
23700,1001.000000,20.710000,1000.760000,23.800000
23730,1001.010000,20.710000,1000.760000,23.770000
23760,1001.010000,20.710000,1000.780000,23.790000
23790,1001.020000,20.700000,1000.790000,23.790000
23820,1001.030000,20.710000,1000.790000,23.790000
23850,1001.050000,20.710000,1000.810000,23.810000
23880,1001.060000,20.720000,1000.820000,23.800000
23910,1001.070000,20.730000,1000.830000,23.800000
23940,1001.080000,20.710000,1000.850000,23.810000
23970,1001.100000,20.700000,1000.860000,23.810000
24000,1001.110000,20.710000,1000.870000,23.780000
24030,1001.120000,20.700000,1000.890000,23.780000
24060,1001.130000,20.710000,1000.900000,23.770000
24090,1001.150000,20.730000,1000.920000,23.810000
24120,1001.160000,20.730000,1000.920000,23.790000
24150,1001.170000,20.720000,1000.930000,23.790000
24180,1001.180000,20.720000,1000.950000,23.810000
24210,1001.200000,20.740000,1000.970000,23.810000
24240,1001.200000,20.750000,1000.960000,23.800000
24270,1001.210000,20.750000,1000.970000,23.810000
24300,1001.210000,20.760000,1000.970000,23.800000
24330,1001.210000,20.770000,1000.970000,23.820000
24360,1001.210000,20.770000,1000.980000,23.810000
24390,1001.220000,20.760000,1000.990000,23.810000
24420,1001.240000,20.750000,1000.990000,23.820000
24450,1001.240000,20.740000,1001.010000,23.810000
24480,1001.250000,20.750000,1001.010000,23.820000
24510,1001.250000,20.740000,1001.020000,23.810000
24540,1001.260000,20.760000,1001.020000,23.800000
24570,1001.270000,20.750000,1001.040000,23.820000
24600,1001.280000,20.750000,1001.040000,23.810000
24630,1001.290000,20.750000,1001.060000,23.820000
24660,1001.300000,20.760000,1001.060000,23.810000
24690,1001.310000,20.770000,1001.070000,23.810000
24720,1001.320000,20.800000,1001.080000,23.760000
24750,1001.330000,20.820000,1001.090000,23.790000
24780,1001.340000,20.830000,1001.090000,23.790000
24810,1001.350000,20.850000,1001.100000,23.810000
24840,1001.350000,20.840000,1001.120000,23.830000
24870,1001.360000,20.830000,1001.120000,23.820000
24900,1001.360000,20.850000,1001.120000,23.840000
24930,1001.360000,20.860000,1001.120000,23.870000
24960,1001.350000,20.860000,1001.110000,23.860000
24990,1001.360000,20.870000,1001.120000,23.890000
25020,1001.360000,20.860000,1001.120000,23.890000
25050,1001.360000,20.880000,1001.120000,23.880000
25080,1001.370000,20.880000,1001.130000,23.910000
25110,1001.370000,20.880000,1001.140000,23.900000
25140,1001.380000,20.920000,1001.150000,23.910000
25170,1001.390000,20.940000,1001.150000,23.910000
25200,1001.400000,20.960000,1001.160000,23.910000
25230,1001.430000,20.940000,1001.160000,23.910000
25260,1001.410000,20.930000,1001.170000,23.930000
25290,1001.410000,20.940000,1001.170000,23.930000
25320,1001.410000,20.930000,1001.180000,23.950000
25350,1001.420000,20.950000,1001.180000,23.950000
25380,1001.420000,20.940000,1001.180000,23.950000
25410,1001.430000,20.960000,1001.190000,23.950000
25440,1001.430000,20.960000,1001.190000,23.940000
25470,1001.430000,20.990000,1001.190000,23.970000
25500,1001.440000,21.000000,1001.200000,23.970000
25530,1001.440000,21.000000,1001.200000,23.990000
25560,1001.440000,21.020000,1001.200000,23.970000
25590,1001.450000,21.040000,1001.220000,24.000000
25620,1001.450000,21.050000,1001.220000,24.010000
25650,1001.460000,21.060000,1001.230000,24.030000
25680,1001.470000,21.080000,1001.240000,24.050000
25710,1001.480000,21.090000,1001.250000,24.050000
25740,1001.500000,21.120000,1001.250000,24.080000
25770,1001.500000,21.120000,1001.260000,24.080000
25800,1001.500000,21.140000,1001.260000,24.090000
25830,1001.500000,21.130000,1001.260000,24.110000
25860,1001.500000,21.130000,1001.260000,24.110000
25890,1001.500000,21.100000,1001.260000,24.100000
25920,1001.500000,21.040000,1001.260000,24.100000
25950,1001.510000,20.990000,1001.270000,24.090000
25980,1001.510000,20.960000,1001.270000,24.090000
26010,1001.500000,20.960000,1001.270000,24.090000
26040,1001.510000,20.960000,1001.270000,24.080000
26070,1001.520000,20.900000,1001.290000,24.090000
26100,1001.520000,20.840000,1001.300000,24.080000
26130,1001.540000,20.770000,1001.290000,24.060000
26160,1001.530000,20.710000,1001.290000,24.030000
26190,1001.540000,20.650000,1001.310000,24.010000
26220,1001.550000,20.600000,1001.320000,24.000000
26250,1001.560000,20.540000,1001.320000,23.980000
26280,1001.550000,20.510000,1001.320000,23.950000
26310,1001.570000,20.430000,1001.320000,23.910000
26340,1001.570000,20.360000,1001.320000,23.880000
26370,1001.570000,20.330000,1001.330000,23.850000
26400,1001.580000,20.300000,1001.340000,23.850000
26430,1001.590000,20.240000,1001.350000,23.800000
26460,1001.590000,20.200000,1001.350000,23.780000
26490,1001.600000,20.170000,1001.360000,23.720000
26520,1001.600000,20.160000,1001.370000,23.690000
26550,1001.610000,20.120000,1001.370000,23.670000
26580,1001.630000,20.090000,1001.390000,23.640000
26610,1001.630000,20.100000,1001.400000,23.640000
26640,1001.640000,20.110000,1001.410000,23.640000
26670,1001.650000,20.090000,1001.420000,23.610000
26700,1001.670000,20.060000,1001.430000,23.590000
26730,1001.680000,20.050000,1001.440000,23.580000
26760,1001.690000,20.040000,1001.450000,23.570000
26790,1001.700000,20.070000,1001.460000,23.550000
26820,1001.700000,20.060000,1001.460000,23.550000
26850,1001.710000,20.050000,1001.470000,23.540000
26880,1001.710000,20.050000,1001.470000,23.550000
26910,1001.700000,20.070000,1001.460000,23.550000
26940,1001.710000,20.100000,1001.470000,23.510000
26970,1001.700000,20.070000,1001.470000,23.500000
27000,1001.710000,20.060000,1001.480000,23.530000
27030,1001.720000,20.080000,1001.490000,23.540000
27060,1001.730000,20.070000,1001.480000,23.520000
27090,1001.730000,20.080000,1001.480000,23.530000
27120,1001.720000,20.090000,1001.470000,23.500000
27150,1001.720000,20.050000,1001.480000,23.490000
27180,1001.730000,20.040000,1001.490000,23.470000
27210,1001.730000,20.020000,1001.490000,23.480000
27240,1001.730000,20.000000,1001.480000,23.470000
27270,1001.730000,20.010000,1001.490000,23.450000
27300,1001.730000,20.010000,1001.500000,23.430000
27330,1001.750000,20.000000,1001.510000,23.430000
27360,1001.750000,19.990000,1001.520000,23.460000
27390,1001.760000,20.000000,1001.520000,23.440000
27420,1001.770000,20.010000,1001.530000,23.410000
27450,1001.770000,19.990000,1001.530000,23.390000
27480,1001.780000,19.990000,1001.540000,23.380000
27510,1001.780000,19.970000,1001.530000,23.390000
27540,1001.780000,19.980000,1001.540000,23.400000
27570,1001.790000,19.990000,1001.550000,23.400000
27600,1001.780000,19.950000,1001.540000,23.370000
27630,1001.780000,19.930000,1001.530000,23.350000
27660,1001.770000,19.920000,1001.530000,23.330000
27690,1001.780000,19.890000,1001.540000,23.320000
27720,1001.790000,19.880000,1001.540000,23.290000
27750,1001.790000,19.860000,1001.550000,23.300000
27780,1001.800000,19.850000,1001.550000,23.300000
27810,1001.800000,19.880000,1001.550000,23.300000
27840,1001.790000,19.880000,1001.550000,23.290000
27870,1001.790000,19.870000,1001.540000,23.300000
27900,1001.780000,19.860000,1001.550000,23.260000
27930,1001.790000,19.830000,1001.550000,23.280000
27960,1001.800000,19.840000,1001.550000,23.280000
27990,1001.810000,19.820000,1001.560000,23.250000
28020,1001.800000,19.830000,1001.570000,23.260000
28050,1001.810000,19.840000,1001.570000,23.260000
28080,1001.820000,19.860000,1001.580000,23.270000
28110,1001.820000,19.900000,1001.570000,23.270000
28140,1001.810000,19.900000,1001.580000,23.270000
28170,1001.830000,19.910000,1001.590000,23.240000
28200,1001.830000,19.900000,1001.600000,23.260000
28230,1001.850000,19.900000,1001.600000,23.250000
28260,1001.840000,19.920000,1001.590000,23.250000
28290,1001.830000,19.920000,1001.590000,23.270000
28320,1001.820000,19.930000,1001.570000,23.260000
28350,1001.820000,19.960000,1001.590000,23.270000
28380,1001.830000,19.960000,1001.590000,23.310000
28410,1001.830000,19.980000,1001.580000,23.300000
28440,1001.840000,19.980000,1001.590000,23.300000
28470,1001.830000,19.990000,1001.590000,23.300000
28500,1001.830000,20.010000,1001.580000,23.280000
28530,1001.830000,20.020000,1001.580000,23.310000
28560,1001.840000,20.020000,1001.610000,23.330000
28590,1001.860000,20.050000,1001.610000,23.330000
28620,1001.840000,20.040000,1001.600000,23.330000
28650,1001.840000,20.040000,1001.590000,23.330000
28680,1001.820000,20.050000,1001.570000,23.350000
28710,1001.820000,20.080000,1001.570000,23.360000
28740,1001.810000,20.060000,1001.580000,23.370000
28770,1001.820000,20.070000,1001.580000,23.350000
28800,1001.830000,20.090000,1001.580000,23.370000
28830,1001.830000,20.060000,1001.580000,23.380000
28860,1001.820000,20.080000,1001.580000,23.370000
28890,1001.820000,20.060000,1001.590000,23.370000
28920,1001.840000,20.080000,1001.590000,23.380000
28950,1001.830000,20.080000,1001.590000,23.370000
28980,1001.840000,20.090000,1001.600000,23.370000
29010,1001.840000,20.110000,1001.600000,23.350000
29040,1001.850000,20.100000,1001.610000,23.340000
29070,1001.860000,20.130000,1001.620000,23.340000
29100,1001.860000,20.150000,1001.620000,23.380000
29130,1001.870000,20.180000,1001.620000,23.390000
29160,1001.860000,20.180000,1001.620000,23.390000
29190,1001.880000,20.210000,1001.630000,23.390000
29220,1001.870000,20.220000,1001.630000,23.400000
29250,1001.870000,20.260000,1001.630000,23.390000
29280,1001.870000,20.260000,1001.640000,23.390000
29310,1001.880000,20.260000,1001.630000,23.410000
29340,1001.870000,20.260000,1001.630000,23.430000
29370,1001.870000,20.300000,1001.620000,23.400000
29400,1001.870000,20.300000,1001.630000,23.410000
29430,1001.880000,20.320000,1001.630000,23.420000
29460,1001.880000,20.320000,1001.630000,23.440000
29490,1001.880000,20.340000,1001.640000,23.440000
29520,1001.880000,20.360000,1001.640000,23.440000
29550,1001.890000,20.390000,1001.640000,23.440000
29580,1001.890000,20.390000,1001.640000,23.470000
29610,1001.890000,20.400000,1001.640000,23.460000
29640,1001.890000,20.410000,1001.640000,23.500000
29670,1001.890000,20.410000,1001.640000,23.500000
29700,1001.890000,20.420000,1001.650000,23.510000
29730,1001.900000,20.460000,1001.660000,23.540000
29760,1001.900000,20.470000,1001.660000,23.540000
29790,1001.910000,20.460000,1001.670000,23.550000
29820,1001.920000,20.450000,1001.680000,23.540000
29850,1001.920000,20.430000,1001.680000,23.550000
29880,1001.930000,20.440000,1001.690000,23.560000
29910,1001.930000,20.450000,1001.690000,23.560000
29940,1001.930000,20.440000,1001.680000,23.560000
29970,1001.930000,20.440000,1001.680000,23.570000
30000,1001.930000,20.430000,1001.680000,23.580000
30030,1001.940000,20.450000,1001.700000,23.580000
30060,1001.940000,20.460000,1001.690000,23.600000
30090,1001.930000,20.470000,1001.690000,23.610000
30120,1001.930000,20.510000,1001.690000,23.630000
30150,1001.940000,20.530000,1001.700000,23.640000
30180,1001.950000,20.560000,1001.700000,23.680000
30210,1001.950000,20.600000,1001.710000,23.700000
30240,1001.960000,20.620000,1001.710000,23.710000
30270,1001.950000,20.650000,1001.710000,23.730000
30300,1001.950000,20.650000,1001.700000,23.720000
30330,1001.950000,20.660000,1001.710000,23.760000
30360,1001.950000,20.680000,1001.710000,23.740000
30390,1001.950000,20.690000,1001.700000,23.760000
30420,1001.950000,20.700000,1001.700000,23.760000
30450,1001.950000,20.690000,1001.700000,23.770000
30480,1001.950000,20.690000,1001.700000,23.770000
30510,1001.950000,20.710000,1001.700000,23.780000
30540,1001.950000,20.740000,1001.700000,23.790000
30570,1001.950000,20.740000,1001.710000,23.790000
30600,1001.960000,20.740000,1001.710000,23.780000
30630,1001.960000,20.730000,1001.710000,23.790000
30660,1001.960000,20.730000,1001.720000,23.810000
30690,1001.970000,20.730000,1001.730000,23.800000
30720,1001.980000,20.750000,1001.740000,23.830000
30750,1001.990000,20.750000,1001.750000,23.830000
30780,1002.000000,20.740000,1001.750000,23.830000
30810,1002.000000,20.750000,1001.760000,23.850000
30840,1002.010000,20.760000,1001.760000,23.860000
30870,1002.010000,20.770000,1001.770000,23.870000
30900,1002.010000,20.770000,1001.780000,23.850000
30930,1002.010000,20.760000,1001.760000,23.880000
30960,1002.010000,20.770000,1001.770000,23.890000
30990,1002.010000,20.750000,1001.770000,23.880000
31020,1002.020000,20.720000,1001.780000,23.860000
31050,1002.020000,20.730000,1001.780000,23.870000
31080,1002.030000,20.720000,1001.790000,23.880000
31110,1002.040000,20.720000,1001.790000,23.890000
31140,1002.040000,20.700000,1001.790000,23.890000
31170,1002.040000,20.690000,1001.790000,23.850000
31200,1002.040000,20.680000,1001.790000,23.870000
31230,1002.040000,20.670000,1001.800000,23.840000
31260,1002.040000,20.650000,1001.790000,23.860000
31290,1002.030000,20.670000,1001.790000,23.830000
31320,1002.030000,20.650000,1001.790000,23.840000
31350,1002.040000,20.660000,1001.790000,23.850000
31380,1002.040000,20.670000,1001.800000,23.850000
31410,1002.050000,20.670000,1001.800000,23.860000
31440,1002.040000,20.700000,1001.800000,23.880000
31470,1002.050000,20.710000,1001.810000,23.870000
31500,1002.050000,20.710000,1001.810000,23.860000
31530,1002.050000,20.720000,1001.800000,23.870000
31560,1002.050000,20.700000,1001.810000,23.890000
31590,1002.050000,20.700000,1001.800000,23.890000
31620,1002.040000,20.680000,1001.800000,23.880000
31650,1002.040000,20.670000,1001.800000,23.900000
31680,1002.050000,20.670000,1001.810000,23.860000
31710,1002.060000,20.650000,1001.810000,23.850000
31740,1002.050000,20.630000,1001.820000,23.870000
31770,1002.060000,20.650000,1001.820000,23.890000
31800,1002.060000,20.650000,1001.820000,23.880000
31830,1002.070000,20.670000,1001.820000,23.870000
31860,1002.070000,20.680000,1001.830000,23.900000
31890,1002.080000,20.690000,1001.820000,23.890000
31920,1002.070000,20.670000,1001.830000,23.870000
31950,1002.080000,20.670000,1001.830000,23.870000
31980,1002.080000,20.670000,1001.820000,23.850000
32010,1002.070000,20.660000,1001.820000,23.870000
32040,1002.060000,20.660000,1001.820000,23.840000
32070,1002.050000,20.660000,1001.820000,23.840000
32100,1002.080000,20.660000,1001.840000,23.840000
32130,1002.080000,20.650000,1001.830000,23.830000
32160,1002.080000,20.670000,1001.840000,23.830000
32190,1002.100000,20.700000,1001.850000,23.850000
32220,1002.100000,20.720000,1001.850000,23.850000
32250,1002.100000,20.730000,1001.840000,23.870000
32280,1002.080000,20.740000,1001.840000,23.880000
32310,1002.090000,20.770000,1001.850000,23.920000
32340,1002.090000,20.780000,1001.840000,23.900000
32370,1002.090000,20.790000,1001.830000,23.920000
32400,1002.080000,20.790000,1001.830000,23.930000
32430,1002.080000,20.780000,1001.840000,23.940000
32460,1002.090000,20.790000,1001.850000,23.950000
32490,1002.100000,20.820000,1001.850000,23.950000
32520,1002.100000,20.830000,1001.860000,23.940000
32550,1002.110000,20.840000,1001.870000,23.960000
32580,1002.130000,20.820000,1001.870000,23.950000
32610,1002.130000,20.830000,1001.890000,23.970000
32640,1002.130000,20.840000,1001.880000,23.990000
32670,1002.130000,20.860000,1001.890000,23.990000
32700,1002.150000,20.860000,1001.900000,23.980000
32730,1002.150000,20.860000,1001.900000,23.980000
32760,1002.150000,20.860000,1001.910000,23.970000
32790,1002.160000,20.870000,1001.910000,24.000000
32820,1002.160000,20.890000,1001.910000,24.000000
32850,1002.160000,20.880000,1001.910000,24.000000
32880,1002.160000,20.880000,1001.900000,24.020000
32910,1002.160000,20.890000,1001.910000,24.010000
32940,1002.160000,20.870000,1001.910000,24.010000
32970,1002.160000,20.870000,1001.920000,24.000000
33000,1002.160000,20.880000,1001.930000,24.000000
33030,1002.170000,20.880000,1001.920000,24.000000
33060,1002.170000,20.900000,1001.920000,24.000000
33090,1002.170000,20.890000,1001.920000,24.020000
33120,1002.160000,20.890000,1001.910000,24.020000
33150,1002.170000,20.890000,1001.920000,24.040000
33180,1002.170000,20.890000,1001.910000,24.040000
33210,1002.160000,20.880000,1001.910000,24.060000
33240,1002.170000,20.880000,1001.930000,24.060000
33270,1002.190000,20.870000,1001.950000,24.060000
33300,1002.200000,20.850000,1001.950000,24.060000
33330,1002.200000,20.820000,1001.960000,24.040000
33360,1002.220000,20.810000,1001.970000,24.030000
33390,1002.220000,20.810000,1001.980000,24.020000
33420,1002.230000,20.800000,1001.970000,24.010000
33450,1002.210000,20.780000,1001.950000,24.010000
33480,1002.200000,20.780000,1001.960000,24.030000
33510,1002.230000,20.790000,1001.970000,24.030000
33540,1002.210000,20.810000,1001.970000,24.030000
33570,1002.220000,20.820000,1001.970000,24.030000
33600,1002.220000,20.860000,1001.960000,24.030000
33630,1002.210000,20.850000,1001.960000,24.030000
33660,1002.200000,20.830000,1001.960000,24.040000
33690,1002.210000,20.850000,1001.970000,24.040000
33720,1002.220000,20.870000,1001.980000,24.040000
33750,1002.220000,20.860000,1001.970000,24.020000
33780,1002.220000,20.870000,1001.990000,24.030000
33810,1002.230000,20.850000,1002.000000,24.030000
33840,1002.240000,20.860000,1002.010000,24.030000
33870,1002.250000,20.850000,1002.010000,24.010000
33900,1002.260000,20.860000,1002.010000,24.020000
33930,1002.260000,20.860000,1002.010000,24.010000
33960,1002.260000,20.870000,1002.010000,24.030000
33990,1002.250000,20.890000,1001.990000,24.070000
34020,1002.240000,20.890000,1001.980000,24.030000
34050,1002.230000,20.880000,1001.990000,24.040000
34080,1002.240000,20.870000,1002.000000,24.040000
34110,1002.250000,20.850000,1002.000000,24.010000
34140,1002.250000,20.850000,1002.000000,24.030000
34170,1002.250000,20.850000,1002.000000,24.010000
34200,1002.250000,20.850000,1002.010000,24.010000
34230,1002.260000,20.840000,1002.010000,24.040000
34260,1002.250000,20.840000,1002.010000,24.050000
34290,1002.250000,20.840000,1001.990000,24.040000
34320,1002.250000,20.840000,1002.010000,24.070000
34350,1002.250000,20.820000,1002.010000,24.080000
34380,1002.250000,20.800000,1002.000000,24.040000
34410,1002.250000,20.820000,1002.010000,24.050000
34440,1002.250000,20.820000,1002.000000,24.040000
34470,1002.240000,20.820000,1002.010000,24.010000
34500,1002.260000,20.830000,1002.000000,24.020000
34530,1002.250000,20.840000,1002.010000,24.010000
34560,1002.260000,20.810000,1002.010000,24.000000
34590,1002.250000,20.840000,1002.010000,24.010000
34620,1002.270000,20.840000,1002.020000,24.010000
34650,1002.270000,20.820000,1002.040000,24.030000
34680,1002.280000,20.810000,1002.040000,24.010000
34710,1002.290000,20.810000,1002.040000,24.020000
34740,1002.290000,20.820000,1002.060000,24.020000
34770,1002.300000,20.790000,1002.050000,24.020000
